0.087 	0 	0 	18.9772 	0 	-0.0453416
0.087 	9.91086e-19 	0.00632479 	37.419 	0.00444002 	-0.14342
0.087 	9.91086e-19 	0.015936 	42.231 	2.30483e-17 	-0.432672
0.087 	9.91086e-19 	0.0255514 	42.641 	2.61611e-17 	-0.71375
0.087 	9.91086e-19 	0.0352259 	36.825 	3.30065e-17 	-0.756706
0.087 	9.91086e-19 	0.0453648 	21.653 	0.0074946 	-0.6542
0.087 	9.91086e-19 	0.0531349 	9.7099 	6.16901e-17 	-0.952887
0.087 	9.91086e-19 	0.0570601 	4.09118 	5.33226e-17 	-1.10695
0.087 	9.91086e-19 	0.0677856 	-3.14027 	6.16487e-17 	-1.64038
0.087 	9.91086e-19 	0.0777107 	-7.10816 	0.000303953 	-1.62115
0.087 	9.91086e-19 	0.0874575 	-9.43775 	5.81233e-17 	-1.47449
0.087 	9.91086e-19 	0.0971866 	-10.617 	0.000696852 	-1.26132
0.087 	9.91086e-19 	0.106914 	-10.9746 	4.33265e-17 	-1.03605
0.087 	9.91086e-19 	0.116639 	-10.8515 	3.48841e-17 	-0.802238
0.087 	9.91086e-19 	0.126362 	-10.4396 	2.6915e-17 	-0.557436
0.087 	9.91086e-19 	0.136082 	-9.86807 	1.98043e-17 	-0.2944
0.087 	9.91086e-19 	0.145799 	-9.20829 	1.37514e-17 	-0.013752
0.087 	9.91086e-19 	0.155511 	-8.50918 	0.0035818 	0.272852
0.087 	9.91086e-19 	0.165221 	-7.76461 	5.05347e-18 	0.569999
0.087 	9.91086e-19 	0.174927 	-7.02239 	0.00390296 	0.842935
0.087 	9.91086e-19 	0.184646 	-6.24134 	-2.81253e-19 	1.10459
0.087 	9.91086e-19 	0.194505 	-5.45456 	0.00394071 	1.31603
0.087 	9.91086e-19 	0.20499 	-4.56117 	-9.82971e-18 	1.50485
0.087 	9.91086e-19 	0.216256 	-3.58745 	2.88447e-18 	1.62222
0.087 	9.91086e-19 	0.226438 	-2.62597 	2.4859e-18 	1.65408
0.087 	9.91086e-19 	0.236216 	-1.62425 	0.00190718 	1.59864
0.087 	9.91086e-19 	0.245941 	-0.479379 	-1.23263e-18 	1.45503
0.087 	9.91086e-19 	0.255661 	0.885049 	0.00121449 	1.18545
0.087 	9.91086e-19 	0.265379 	2.62863 	2.05111e-18 	0.757645
0.087 	9.91086e-19 	0.275095 	4.93524 	5.41231e-19 	0.131738
0.087 	9.91086e-19 	0.284809 	8.05321 	1.27023e-19 	-0.704238
0.087 	9.91086e-19 	0.294524 	12.2294 	-9.17624e-19 	-1.7316
0.087 	9.91086e-19 	0.304256 	17.6215 	-0.00166522 	-2.87957
0.087 	9.91086e-19 	0.314031 	24.7427 	0.00048108 	-4.12294
0.087 	9.91086e-19 	0.323757 	33.0291 	1.70032e-05 	-5.21373
0.087 	9.91086e-19 	0.333564 	39.6257 	-0.000691811 	-5.81819
0.087 	9.91086e-19 	0.343622 	42.5184 	-0.000190655 	-5.92337
0.087 	9.91086e-19 	0.345328 	43.0948 	-0.0387275 	-5.92211
0.087 	9.91086e-19 	0.353692 	43.3401 	-1.86394e-17 	-5.83343
0.087 	9.91086e-19 	0.364083 	43.4738 	-0.000929262 	-5.66386
0.087 	9.91086e-19 	0.37408 	43.3534 	0.0326117 	-5.45563
0.087 	9.91086e-19 	0.384105 	43.1843 	1.36128e-17 	-5.28577
0.087 	9.91086e-19 	0.39393 	43.0799 	9.6432e-18 	-5.08534
0.087 	9.91086e-19 	0.403762 	42.978 	0.0317595 	-4.87162
0.087 	9.91086e-19 	0.41351 	42.8794 	-1.5175e-18 	-4.67477
0.087 	9.91086e-19 	0.423242 	42.79 	-3.02579e-18 	-4.48123
0.087 	9.91086e-19 	0.432958 	42.7061 	-6.39439e-18 	-4.28908
0.087 	9.91086e-19 	0.442667 	42.6275 	0.0135585 	-4.10747
0.087 	9.91086e-19 	0.452371 	42.5579 	-8.80582e-18 	-3.92029
0.087 	9.91086e-19 	0.462073 	42.4979 	-8.15328e-18 	-3.74693
0.087 	9.91086e-19 	0.471774 	42.4351 	-7.10199e-18 	-3.58015
0.087 	9.91086e-19 	0.481475 	42.3676 	0.0206008 	-3.42895
0.087 	9.91086e-19 	0.491176 	42.3157 	-6.66996e-18 	-3.26916
0.087 	9.91086e-19 	0.500887 	42.2623 	-9.08761e-18 	-3.12431
