# Solver information
# Time        	alpha.water_solver	alpha.water_initial	alpha.water_final	alpha.water_iters	alpha.water_converged	p_rgh_solver  	p_rgh_initial 	p_rgh_final   	p_rgh_iters   	p_rgh_converged
1.36667       	smoothSolver	3.218350e-03	9.442070e-10	3	true	DICPCG	7.833860e-03	1.952830e-04	1	true
1.37222       	smoothSolver	3.208530e-03	9.008010e-10	3	true	DICPCG	7.774330e-03	2.003910e-04	1	true
1.37778       	smoothSolver	3.203930e-03	8.599540e-10	3	true	DICPCG	7.704820e-03	2.017980e-04	1	true
1.38333       	smoothSolver	3.199040e-03	8.220920e-10	3	true	DICPCG	7.915740e-03	2.068750e-04	1	true
1.38889       	smoothSolver	3.191030e-03	7.864220e-10	3	true	DICPCG	7.843500e-03	2.119480e-04	1	true
1.39444       	smoothSolver	3.183320e-03	7.527700e-10	3	true	DICPCG	7.788260e-03	2.162030e-04	1	true
1.4           	smoothSolver	3.179820e-03	7.216920e-10	3	true	DICPCG	7.718280e-03	2.149220e-04	1	true
1.40588       	smoothSolver	3.367840e-03	9.570000e-10	3	true	DICPCG	8.066500e-03	2.363570e-04	1	true
1.41176       	smoothSolver	3.365810e-03	9.236430e-10	3	true	DICPCG	7.932920e-03	2.303820e-04	1	true
1.41765       	smoothSolver	3.361550e-03	8.857850e-10	3	true	DICPCG	7.936150e-03	2.280380e-04	1	true
1.42353       	smoothSolver	3.350130e-03	8.516500e-10	3	true	DICPCG	7.902980e-03	2.309480e-04	1	true
1.42941       	smoothSolver	3.332310e-03	8.203020e-10	3	true	DICPCG	7.807950e-03	2.375250e-04	1	true
1.43529       	smoothSolver	3.318800e-03	7.898950e-10	3	true	DICPCG	7.697550e-03	2.420170e-04	1	true
1.44176       	smoothSolver	3.636950e-03	1.290230e-09	3	true	DICPCG	8.267400e-03	2.750920e-04	1	true
1.44824       	smoothSolver	3.622400e-03	1.248250e-09	3	true	DICPCG	8.108290e-03	2.665610e-04	1	true
1.45471       	smoothSolver	3.610370e-03	1.201760e-09	3	true	DICPCG	8.192380e-03	2.631260e-04	1	true
1.46118       	smoothSolver	3.600390e-03	1.168670e-09	3	true	DICPCG	8.063870e-03	2.705950e-04	1	true
1.46765       	smoothSolver	3.588870e-03	1.150020e-09	3	true	DICPCG	7.950820e-03	2.769270e-04	1	true
1.47412       	smoothSolver	3.576910e-03	1.136840e-09	3	true	DICPCG	7.829910e-03	2.838470e-04	1	true
1.48059       	smoothSolver	3.565890e-03	1.139550e-09	3	true	DICPCG	7.713230e-03	2.913780e-04	1	true
1.48706       	smoothSolver	3.559990e-03	1.157320e-09	3	true	DICPCG	7.602810e-03	3.023920e-04	1	true
1.49353       	smoothSolver	3.550610e-03	1.182070e-09	3	true	DICPCG	7.498570e-03	3.138750e-04	1	true
1.5           	smoothSolver	3.536350e-03	1.215150e-09	3	true	DICPCG	7.400380e-03	3.259750e-04	1	true
1.50667       	smoothSolver	3.623890e-03	1.478350e-09	3	true	DICPCG	7.473050e-03	3.495480e-04	1	true
1.51333       	smoothSolver	3.599650e-03	1.560680e-09	3	true	DICPCG	7.361520e-03	3.598400e-04	1	true
1.52          	smoothSolver	3.574180e-03	1.634120e-09	3	true	DICPCG	7.263460e-03	1.272150e-04	2	true
1.52727       	smoothSolver	3.870790e-03	2.716710e-09	3	true	DICPCG	7.688700e-03	1.462460e-04	2	true
1.53455       	smoothSolver	3.839050e-03	2.830730e-09	3	true	DICPCG	7.471810e-03	1.489630e-04	2	true
1.54182       	smoothSolver	3.805280e-03	2.881680e-09	3	true	DICPCG	7.261860e-03	1.538850e-04	2	true
1.54909       	smoothSolver	3.770240e-03	2.888820e-09	3	true	DICPCG	7.065270e-03	1.590080e-04	2	true
1.55636       	smoothSolver	3.734790e-03	2.847170e-09	3	true	DICPCG	6.955170e-03	1.620650e-04	2	true
1.56364       	smoothSolver	3.695020e-03	2.780710e-09	3	true	DICPCG	6.861750e-03	1.697590e-04	2	true
1.57091       	smoothSolver	3.659320e-03	2.686720e-09	3	true	DICPCG	6.719750e-03	1.807100e-04	2	true
1.57818       	smoothSolver	3.621360e-03	2.561840e-09	3	true	DICPCG	6.590860e-03	1.863360e-04	2	true
1.58545       	smoothSolver	3.582540e-03	2.393020e-09	3	true	DICPCG	6.449510e-03	1.897680e-04	2	true
1.59273       	smoothSolver	3.550440e-03	2.176070e-09	3	true	DICPCG	6.336870e-03	1.933540e-04	2	true
1.6           	smoothSolver	3.521600e-03	1.946050e-09	3	true	DICPCG	6.239480e-03	1.960780e-04	2	true
1.60714       	smoothSolver	3.431780e-03	1.567810e-09	3	true	DICPCG	6.098810e-03	1.967630e-04	2	true
1.61429       	smoothSolver	3.398700e-03	1.382960e-09	3	true	DICPCG	6.089180e-03	2.004950e-04	2	true
1.62143       	smoothSolver	3.368870e-03	1.242490e-09	3	true	DICPCG	6.060560e-03	1.920790e-04	2	true
1.62857       	smoothSolver	3.339540e-03	1.135490e-09	3	true	DICPCG	5.988650e-03	1.841610e-04	2	true
1.63651       	smoothSolver	3.678340e-03	1.827970e-09	3	true	DICPCG	6.394690e-03	1.927500e-04	2	true
1.64444       	smoothSolver	3.646810e-03	1.668520e-09	3	true	DICPCG	6.333450e-03	1.722830e-04	2	true
1.65238       	smoothSolver	3.619060e-03	1.500690e-09	3	true	DICPCG	6.327020e-03	1.593250e-04	2	true
1.66032       	smoothSolver	3.594210e-03	1.332540e-09	3	true	DICPCG	6.311000e-03	1.497840e-04	2	true
1.66825       	smoothSolver	3.570910e-03	1.165930e-09	3	true	DICPCG	6.337350e-03	1.431210e-04	2	true
1.67619       	smoothSolver	3.547740e-03	1.018510e-09	3	true	DICPCG	6.328630e-03	1.352340e-04	2	true
1.68413       	smoothSolver	3.530000e-03	8.982340e-10	3	true	DICPCG	6.359130e-03	1.321790e-04	2	true
1.69206       	smoothSolver	3.516140e-03	8.059330e-10	3	true	DICPCG	6.363000e-03	1.290240e-04	2	true
1.7           	smoothSolver	3.502110e-03	7.426590e-10	3	true	DICPCG	6.401240e-03	1.206220e-04	2	true
1.70909       	smoothSolver	3.999640e-03	1.562990e-09	3	true	DICPCG	6.994060e-03	3.094040e-04	1	true
1.71818       	smoothSolver	3.989130e-03	1.574660e-09	3	true	DICPCG	7.556230e-03	2.273400e-04	1	true
1.72727       	smoothSolver	3.979160e-03	1.594580e-09	3	true	DICPCG	7.702060e-03	2.231250e-04	1	true
1.73636       	smoothSolver	3.974270e-03	1.538120e-09	3	true	DICPCG	7.822690e-03	2.228780e-04	1	true
1.74545       	smoothSolver	3.970050e-03	1.580290e-09	3	true	DICPCG	8.005220e-03	2.187640e-04	1	true
1.75455       	smoothSolver	3.967710e-03	1.740670e-09	3	true	DICPCG	8.273110e-03	2.251130e-04	1	true
1.76364       	smoothSolver	3.960300e-03	1.628800e-09	3	true	DICPCG	8.357870e-03	2.245670e-04	1	true
1.77273       	smoothSolver	3.953470e-03	1.420660e-09	3	true	DICPCG	8.458280e-03	2.235520e-04	1	true
1.78182       	smoothSolver	3.948000e-03	1.335680e-09	3	true	DICPCG	8.578870e-03	2.306300e-04	1	true
1.79091       	smoothSolver	3.941200e-03	1.261750e-09	3	true	DICPCG	8.576940e-03	2.289160e-04	1	true
1.8           	smoothSolver	3.932820e-03	1.188040e-09	3	true	DICPCG	8.689860e-03	2.331030e-04	1	true
1.81          	smoothSolver	4.321770e-03	1.894990e-09	3	true	DICPCG	9.500510e-03	2.578660e-04	1	true
1.82          	smoothSolver	4.327380e-03	1.745170e-09	3	true	DICPCG	9.710210e-03	2.620510e-04	1	true
1.83          	smoothSolver	4.330910e-03	1.614940e-09	3	true	DICPCG	9.919230e-03	2.803800e-04	1	true
1.84          	smoothSolver	4.330150e-03	1.498970e-09	3	true	DICPCG	1.020640e-02	2.843760e-04	1	true
1.85          	smoothSolver	4.333310e-03	1.412090e-09	3	true	DICPCG	1.037930e-02	2.942170e-04	1	true
1.86          	smoothSolver	4.335530e-03	1.345150e-09	3	true	DICPCG	1.045550e-02	3.024640e-04	1	true
1.87          	smoothSolver	4.325840e-03	1.302090e-09	3	true	DICPCG	1.041220e-02	3.102230e-04	1	true
1.88          	smoothSolver	4.323300e-03	1.264610e-09	3	true	DICPCG	1.033010e-02	3.153950e-04	1	true
1.89          	smoothSolver	4.328010e-03	1.243510e-09	3	true	DICPCG	1.023840e-02	3.297520e-04	1	true
1.9           	smoothSolver	4.328540e-03	1.251580e-09	3	true	DICPCG	1.030460e-02	3.420280e-04	1	true
1.91          	smoothSolver	4.331470e-03	1.281580e-09	3	true	DICPCG	1.024510e-02	3.333670e-04	1	true
1.92          	smoothSolver	4.331510e-03	1.337920e-09	3	true	DICPCG	1.030100e-02	3.219950e-04	1	true
1.93          	smoothSolver	4.328760e-03	1.472880e-09	3	true	DICPCG	1.057430e-02	3.083120e-04	1	true
1.94          	smoothSolver	4.311460e-03	1.659180e-09	3	true	DICPCG	1.059790e-02	3.190650e-04	1	true
1.95          	smoothSolver	4.302820e-03	1.999110e-09	3	true	DICPCG	1.039680e-02	3.214040e-04	1	true
1.96          	smoothSolver	4.289270e-03	2.496480e-09	3	true	DICPCG	1.027590e-02	3.303420e-04	1	true
1.97          	smoothSolver	4.271180e-03	3.280340e-09	3	true	DICPCG	1.025740e-02	3.436670e-04	1	true
1.98          	smoothSolver	4.253220e-03	4.708630e-09	3	true	DICPCG	1.009090e-02	3.514820e-04	1	true
1.99          	smoothSolver	4.228250e-03	7.045350e-09	3	true	DICPCG	1.016290e-02	3.628140e-04	1	true
2             	smoothSolver	4.187690e-03	1.763920e-10	4	true	DICPCG	1.007920e-02	3.620860e-04	1	true
2.00833       	smoothSolver	3.468220e-03	5.827080e-09	3	true	DICPCG	8.710000e-03	3.106170e-04	1	true
2.01667       	smoothSolver	3.446770e-03	7.721240e-09	3	true	DICPCG	8.678000e-03	3.206630e-04	1	true
2.025         	smoothSolver	3.425130e-03	9.948940e-09	3	true	DICPCG	8.828060e-03	3.187520e-04	1	true
2.03333       	smoothSolver	3.398250e-03	1.437860e-10	4	true	DICPCG	9.162140e-03	2.712370e-04	1	true
2.04167       	smoothSolver	3.364620e-03	1.610460e-10	4	true	DICPCG	9.248680e-03	2.584260e-04	1	true
2.05          	smoothSolver	3.332690e-03	1.786930e-10	4	true	DICPCG	9.264760e-03	2.616300e-04	1	true
2.05833       	smoothSolver	3.293530e-03	2.004110e-10	4	true	DICPCG	9.147010e-03	2.655380e-04	1	true
2.06667       	smoothSolver	3.265140e-03	2.276820e-10	4	true	DICPCG	9.024620e-03	2.622290e-04	1	true
2.075         	smoothSolver	3.246830e-03	2.487940e-10	4	true	DICPCG	8.897970e-03	2.672300e-04	1	true
2.08333       	smoothSolver	3.220420e-03	2.623330e-10	4	true	DICPCG	8.685070e-03	2.710920e-04	1	true
2.09167       	smoothSolver	3.204670e-03	2.793170e-10	4	true	DICPCG	8.506090e-03	2.791610e-04	1	true
2.1           	smoothSolver	3.191480e-03	2.821840e-10	4	true	DICPCG	8.314830e-03	2.908540e-04	1	true
2.10769       	smoothSolver	2.920920e-03	1.680680e-10	4	true	DICPCG	7.681400e-03	2.705940e-04	1	true
2.11538       	smoothSolver	2.901880e-03	1.763160e-10	4	true	DICPCG	7.564400e-03	2.845970e-04	1	true
2.12308       	smoothSolver	2.890180e-03	1.793610e-10	4	true	DICPCG	7.385470e-03	2.841930e-04	1	true
2.13007       	smoothSolver	2.625410e-03	9.265620e-09	3	true	DICPCG	6.722510e-03	2.726770e-04	1	true
2.13706       	smoothSolver	2.619600e-03	8.984100e-09	3	true	DICPCG	6.629450e-03	2.696380e-04	1	true
2.14406       	smoothSolver	2.601240e-03	8.653980e-09	3	true	DICPCG	6.661130e-03	2.737520e-04	1	true
2.15105       	smoothSolver	2.582920e-03	8.273370e-09	3	true	DICPCG	6.638330e-03	2.753360e-04	1	true
2.15804       	smoothSolver	2.578080e-03	7.893060e-09	3	true	DICPCG	6.588160e-03	2.675300e-04	1	true
2.16503       	smoothSolver	2.578900e-03	7.390460e-09	3	true	DICPCG	6.667170e-03	2.701970e-04	1	true
2.17203       	smoothSolver	2.570830e-03	6.874840e-09	3	true	DICPCG	6.651610e-03	2.707540e-04	1	true
2.17902       	smoothSolver	2.560360e-03	6.428440e-09	3	true	DICPCG	6.753430e-03	2.616340e-04	1	true
2.18601       	smoothSolver	2.542910e-03	6.022780e-09	3	true	DICPCG	6.776180e-03	2.479110e-04	1	true
2.19301       	smoothSolver	2.531580e-03	5.515300e-09	3	true	DICPCG	6.737270e-03	2.386190e-04	1	true
2.2           	smoothSolver	2.526960e-03	4.863210e-09	3	true	DICPCG	6.826570e-03	2.418840e-04	1	true
2.20667       	smoothSolver	2.400030e-03	3.253530e-09	3	true	DICPCG	6.644250e-03	2.297970e-04	1	true
2.21333       	smoothSolver	2.386850e-03	2.790260e-09	3	true	DICPCG	6.787220e-03	2.252470e-04	1	true
2.21952       	smoothSolver	2.202690e-03	1.591030e-09	3	true	DICPCG	6.426350e-03	2.090810e-04	1	true
2.22571       	smoothSolver	2.196530e-03	1.399870e-09	3	true	DICPCG	6.488190e-03	2.135470e-04	1	true
2.23247       	smoothSolver	2.392160e-03	1.940970e-09	3	true	DICPCG	6.987150e-03	2.273110e-04	1	true
2.23922       	smoothSolver	2.380600e-03	1.580200e-09	3	true	DICPCG	7.010640e-03	2.154560e-04	1	true
2.24597       	smoothSolver	2.369220e-03	1.335450e-09	3	true	DICPCG	7.045300e-03	2.095700e-04	1	true
2.25273       	smoothSolver	2.357200e-03	1.177850e-09	3	true	DICPCG	6.951560e-03	1.994660e-04	1	true
2.25948       	smoothSolver	2.349150e-03	1.076620e-09	3	true	DICPCG	6.951460e-03	2.050210e-04	1	true
2.26623       	smoothSolver	2.336150e-03	9.895980e-10	3	true	DICPCG	6.921900e-03	2.065820e-04	1	true
2.27299       	smoothSolver	2.320750e-03	8.973770e-10	3	true	DICPCG	6.878240e-03	2.034580e-04	1	true
2.27974       	smoothSolver	2.302400e-03	8.307890e-10	3	true	DICPCG	6.826780e-03	2.023480e-04	1	true
2.28649       	smoothSolver	2.292010e-03	7.908610e-10	3	true	DICPCG	6.809590e-03	2.020370e-04	1	true
2.29325       	smoothSolver	2.282300e-03	7.700730e-10	3	true	DICPCG	6.751000e-03	2.053090e-04	1	true
2.3           	smoothSolver	2.275910e-03	7.628310e-10	3	true	DICPCG	6.700290e-03	2.073210e-04	1	true
2.30667       	smoothSolver	2.232350e-03	6.937800e-10	3	true	DICPCG	6.541930e-03	2.016490e-04	1	true
2.31333       	smoothSolver	2.216310e-03	7.012760e-10	3	true	DICPCG	6.409420e-03	1.998650e-04	1	true
2.32          	smoothSolver	2.200610e-03	7.370660e-10	3	true	DICPCG	6.369420e-03	1.991090e-04	1	true
2.32667       	smoothSolver	2.189920e-03	7.884220e-10	3	true	DICPCG	6.309430e-03	1.993920e-04	1	true
2.33333       	smoothSolver	2.188200e-03	8.687850e-10	3	true	DICPCG	6.299570e-03	2.028230e-04	1	true
2.34          	smoothSolver	2.179560e-03	9.501850e-10	3	true	DICPCG	6.222010e-03	2.008260e-04	1	true
2.34667       	smoothSolver	2.167910e-03	1.042890e-09	3	true	DICPCG	6.121210e-03	1.996540e-04	1	true
2.35333       	smoothSolver	2.147840e-03	1.150350e-09	3	true	DICPCG	6.130790e-03	2.070330e-04	1	true
2.36          	smoothSolver	2.141020e-03	1.255850e-09	3	true	DICPCG	6.090700e-03	2.071440e-04	1	true
2.36667       	smoothSolver	2.148320e-03	1.374870e-09	3	true	DICPCG	6.221870e-03	2.112750e-04	1	true
2.37333       	smoothSolver	2.146430e-03	1.473630e-09	3	true	DICPCG	6.198270e-03	2.126020e-04	1	true
2.38          	smoothSolver	2.133800e-03	1.606960e-09	3	true	DICPCG	6.186590e-03	2.140370e-04	1	true
2.38667       	smoothSolver	2.118650e-03	1.794210e-09	3	true	DICPCG	6.154890e-03	2.162820e-04	1	true
2.39333       	smoothSolver	2.126150e-03	1.979280e-09	3	true	DICPCG	6.160330e-03	2.236530e-04	1	true
2.4           	smoothSolver	2.143120e-03	2.168960e-09	3	true	DICPCG	6.232190e-03	2.238530e-04	1	true
2.40714       	smoothSolver	2.298090e-03	3.224100e-09	3	true	DICPCG	6.626080e-03	2.356790e-04	1	true
2.41429       	smoothSolver	2.284280e-03	3.604470e-09	3	true	DICPCG	6.545940e-03	2.258120e-04	1	true
2.42143       	smoothSolver	2.282820e-03	4.261170e-09	3	true	DICPCG	6.551850e-03	2.243490e-04	1	true
2.42857       	smoothSolver	2.295440e-03	4.803650e-09	3	true	DICPCG	6.612490e-03	2.257320e-04	1	true
2.43571       	smoothSolver	2.305870e-03	5.201560e-09	3	true	DICPCG	6.641840e-03	2.332210e-04	1	true
2.44286       	smoothSolver	2.304200e-03	4.943580e-09	3	true	DICPCG	6.582120e-03	2.322780e-04	1	true
2.45          	smoothSolver	2.299720e-03	3.776880e-09	3	true	DICPCG	6.504620e-03	2.061500e-04	1	true
2.45714       	smoothSolver	2.303710e-03	2.933280e-09	3	true	DICPCG	6.544810e-03	2.094240e-04	1	true
2.46429       	smoothSolver	2.313770e-03	2.305060e-09	3	true	DICPCG	6.647570e-03	2.186890e-04	1	true
2.47143       	smoothSolver	2.314120e-03	1.998120e-09	3	true	DICPCG	6.681950e-03	2.156410e-04	1	true
2.47857       	smoothSolver	2.306700e-03	1.799810e-09	3	true	DICPCG	6.676380e-03	2.161110e-04	1	true
2.48571       	smoothSolver	2.304940e-03	1.613800e-09	3	true	DICPCG	6.730220e-03	2.183120e-04	1	true
2.49286       	smoothSolver	2.312650e-03	1.538500e-09	3	true	DICPCG	6.736160e-03	2.173480e-04	1	true
2.5           	smoothSolver	2.306920e-03	1.618440e-09	3	true	DICPCG	6.704580e-03	2.157180e-04	1	true
2.50769       	smoothSolver	2.479260e-03	2.433310e-09	3	true	DICPCG	7.040720e-03	2.279470e-04	1	true
2.51538       	smoothSolver	2.466980e-03	2.531630e-09	3	true	DICPCG	7.092390e-03	2.321580e-04	1	true
2.52308       	smoothSolver	2.469170e-03	2.619390e-09	3	true	DICPCG	7.024100e-03	2.420610e-04	1	true
2.53077       	smoothSolver	2.467710e-03	2.745600e-09	3	true	DICPCG	6.952810e-03	2.543690e-04	1	true
2.53846       	smoothSolver	2.457520e-03	2.749810e-09	3	true	DICPCG	6.913940e-03	2.675380e-04	1	true
2.54615       	smoothSolver	2.447430e-03	2.607560e-09	3	true	DICPCG	6.862510e-03	2.710450e-04	1	true
2.55385       	smoothSolver	2.448600e-03	2.590250e-09	3	true	DICPCG	6.822880e-03	2.706040e-04	1	true
2.56154       	smoothSolver	2.442810e-03	2.638970e-09	3	true	DICPCG	6.807510e-03	2.626770e-04	1	true
2.56923       	smoothSolver	2.440200e-03	2.575400e-09	3	true	DICPCG	6.746490e-03	2.632750e-04	1	true
2.57692       	smoothSolver	2.443960e-03	2.357200e-09	3	true	DICPCG	6.745890e-03	2.576960e-04	1	true
2.58462       	smoothSolver	2.433910e-03	2.156100e-09	3	true	DICPCG	7.060100e-03	2.427780e-04	1	true
2.59231       	smoothSolver	2.422770e-03	2.017650e-09	3	true	DICPCG	7.379880e-03	2.156380e-04	1	true
2.6           	smoothSolver	2.417100e-03	1.880550e-09	3	true	DICPCG	7.547290e-03	2.093760e-04	1	true
2.60667       	smoothSolver	2.085660e-03	7.825410e-10	3	true	DICPCG	6.769310e-03	1.727960e-04	1	true
2.61289       	smoothSolver	1.940290e-03	4.782060e-10	3	true	DICPCG	6.459590e-03	1.594690e-04	1	true
2.6187        	smoothSolver	1.805750e-03	3.024050e-10	3	true	DICPCG	6.094870e-03	1.469190e-04	1	true
2.6245        	smoothSolver	1.803010e-03	2.724360e-10	3	true	DICPCG	6.093930e-03	1.484470e-04	1	true
2.63031       	smoothSolver	1.795980e-03	2.377520e-10	3	true	DICPCG	6.112550e-03	1.452140e-04	1	true
2.63612       	smoothSolver	1.787790e-03	2.032460e-10	3	true	DICPCG	6.141290e-03	1.445020e-04	1	true
2.64193       	smoothSolver	1.782050e-03	1.884490e-10	3	true	DICPCG	6.147890e-03	1.494210e-04	1	true
2.64721       	smoothSolver	1.615340e-03	1.099710e-10	3	true	DICPCG	5.607450e-03	1.386040e-04	1	true
2.65248       	smoothSolver	1.609800e-03	1.120800e-10	3	true	DICPCG	5.575720e-03	1.362600e-04	1	true
2.65776       	smoothSolver	1.605940e-03	1.151740e-10	3	true	DICPCG	5.566950e-03	1.381010e-04	1	true
2.66304       	smoothSolver	1.603360e-03	1.168860e-10	3	true	DICPCG	5.579040e-03	1.313480e-04	1	true
2.66832       	smoothSolver	1.599180e-03	1.186720e-10	3	true	DICPCG	5.520520e-03	1.316170e-04	1	true
2.6736        	smoothSolver	1.594790e-03	1.202920e-10	3	true	DICPCG	5.499260e-03	1.312350e-04	1	true
2.67888       	smoothSolver	1.588260e-03	1.229420e-10	3	true	DICPCG	5.479550e-03	1.307310e-04	1	true
2.68416       	smoothSolver	1.582250e-03	1.257110e-10	3	true	DICPCG	5.467460e-03	1.323390e-04	1	true
2.68944       	smoothSolver	1.577410e-03	1.306190e-10	3	true	DICPCG	5.451130e-03	1.359260e-04	1	true
2.69472       	smoothSolver	1.575780e-03	1.395510e-10	3	true	DICPCG	5.408360e-03	1.384020e-04	1	true
2.7           	smoothSolver	1.575380e-03	1.524300e-10	3	true	DICPCG	5.390680e-03	1.368350e-04	1	true
2.70476       	smoothSolver	1.418820e-03	9.317710e-11	3	true	DICPCG	4.907190e-03	1.249610e-04	1	true
2.7093        	smoothSolver	1.345760e-03	7.789670e-11	3	true	DICPCG	4.685250e-03	1.183200e-04	1	true
2.71383       	smoothSolver	1.338820e-03	8.668220e-11	3	true	DICPCG	4.677300e-03	1.198490e-04	1	true
2.71814       	smoothSolver	1.269950e-03	7.134120e-11	3	true	DICPCG	4.431270e-03	1.164780e-04	1	true
2.72245       	smoothSolver	1.271460e-03	7.900320e-11	3	true	DICPCG	4.405450e-03	1.183140e-04	1	true
2.72676       	smoothSolver	1.271620e-03	8.729400e-11	3	true	DICPCG	4.389330e-03	1.208100e-04	1	true
2.73107       	smoothSolver	1.271370e-03	9.713190e-11	3	true	DICPCG	4.348240e-03	1.225150e-04	1	true
2.73512       	smoothSolver	1.193460e-03	7.641190e-11	3	true	DICPCG	4.087770e-03	1.169950e-04	1	true
2.73918       	smoothSolver	1.187830e-03	8.730350e-11	3	true	DICPCG	4.061280e-03	1.187800e-04	1	true
2.74323       	smoothSolver	1.183870e-03	9.835300e-11	3	true	DICPCG	4.045220e-03	1.192850e-04	1	true
2.74729       	smoothSolver	1.183320e-03	1.111650e-10	3	true	DICPCG	4.030620e-03	1.203580e-04	1	true
2.75134       	smoothSolver	1.184040e-03	1.266940e-10	3	true	DICPCG	3.971800e-03	1.203170e-04	1	true
2.7554        	smoothSolver	1.186210e-03	1.446710e-10	3	true	DICPCG	3.904620e-03	1.234620e-04	1	true
2.75911       	smoothSolver	1.087070e-03	9.757290e-11	3	true	DICPCG	3.626460e-03	1.108520e-04	1	true
2.76283       	smoothSolver	1.084530e-03	1.120440e-10	3	true	DICPCG	3.645000e-03	1.130630e-04	1	true
2.76655       	smoothSolver	1.082270e-03	1.241290e-10	3	true	DICPCG	3.653710e-03	1.123670e-04	1	true
2.77026       	smoothSolver	1.081310e-03	1.343490e-10	3	true	DICPCG	3.640140e-03	1.126580e-04	1	true
2.77398       	smoothSolver	1.081130e-03	1.421150e-10	3	true	DICPCG	3.603200e-03	1.104120e-04	1	true
2.7777        	smoothSolver	1.082190e-03	1.476960e-10	3	true	DICPCG	3.616400e-03	1.098900e-04	1	true
2.78141       	smoothSolver	1.085440e-03	1.516560e-10	3	true	DICPCG	3.607440e-03	1.121450e-04	1	true
2.78513       	smoothSolver	1.089240e-03	1.539730e-10	3	true	DICPCG	3.569440e-03	1.096820e-04	1	true
2.78885       	smoothSolver	1.091420e-03	1.465440e-10	3	true	DICPCG	3.568960e-03	1.127440e-04	1	true
2.79257       	smoothSolver	1.092870e-03	1.299000e-10	3	true	DICPCG	3.570730e-03	1.151240e-04	1	true
2.79628       	smoothSolver	1.094160e-03	1.109170e-10	3	true	DICPCG	3.559210e-03	1.179860e-04	1	true
2.8           	smoothSolver	1.097760e-03	9.931170e-09	2	true	DICPCG	3.548040e-03	1.182380e-04	1	true
2.804         	smoothSolver	1.186160e-03	1.353260e-10	3	true	DICPCG	3.825050e-03	1.305790e-04	1	true
2.808         	smoothSolver	1.191210e-03	1.174240e-10	3	true	DICPCG	3.825860e-03	1.351450e-04	1	true
2.812         	smoothSolver	1.194930e-03	1.053630e-10	3	true	DICPCG	3.788100e-03	1.237470e-04	1	true
2.81619       	smoothSolver	1.253520e-03	1.270760e-10	3	true	DICPCG	4.000310e-03	1.216180e-04	1	true
2.82038       	smoothSolver	1.254960e-03	1.141080e-10	3	true	DICPCG	4.020170e-03	1.162440e-04	1	true
2.82457       	smoothSolver	1.254220e-03	1.042160e-10	3	true	DICPCG	4.028680e-03	1.108670e-04	1	true
2.82876       	smoothSolver	1.255240e-03	9.472740e-11	3	true	DICPCG	4.029680e-03	1.030510e-04	1	true
2.83295       	smoothSolver	1.256850e-03	8.553770e-11	3	true	DICPCG	4.006180e-03	1.027300e-04	1	true
2.83714       	smoothSolver	1.259710e-03	7.716280e-11	3	true	DICPCG	3.993400e-03	1.062110e-04	1	true
2.84163       	smoothSolver	1.349660e-03	9.949800e-11	3	true	DICPCG	4.247780e-03	1.140940e-04	1	true
2.84612       	smoothSolver	1.348930e-03	7.747990e-11	3	true	DICPCG	4.267980e-03	1.132450e-04	1	true
2.85061       	smoothSolver	1.349820e-03	6.342980e-11	3	true	DICPCG	4.266870e-03	1.162860e-04	1	true
2.8551        	smoothSolver	1.353580e-03	5.365000e-11	3	true	DICPCG	4.260130e-03	1.203350e-04	1	true
2.85959       	smoothSolver	1.356740e-03	4.690650e-11	3	true	DICPCG	4.262050e-03	1.238960e-04	1	true
2.86408       	smoothSolver	1.358920e-03	4.209920e-11	3	true	DICPCG	4.283010e-03	1.267870e-04	1	true
2.86857       	smoothSolver	1.360510e-03	9.909050e-09	2	true	DICPCG	4.291840e-03	1.304400e-04	1	true
2.87306       	smoothSolver	1.359300e-03	9.539790e-09	2	true	DICPCG	4.318710e-03	1.375110e-04	1	true
2.87755       	smoothSolver	1.355700e-03	9.180310e-09	2	true	DICPCG	4.324420e-03	1.394270e-04	1	true
2.88204       	smoothSolver	1.355360e-03	8.734770e-09	2	true	DICPCG	4.362360e-03	1.431830e-04	1	true
2.88653       	smoothSolver	1.357940e-03	8.418720e-09	2	true	DICPCG	4.364290e-03	1.481760e-04	1	true
2.89102       	smoothSolver	1.358460e-03	8.141770e-09	2	true	DICPCG	4.373460e-03	1.529980e-04	1	true
2.89551       	smoothSolver	1.356200e-03	7.882690e-09	2	true	DICPCG	4.467560e-03	1.564030e-04	1	true
2.9           	smoothSolver	1.356690e-03	7.658800e-09	2	true	DICPCG	4.496290e-03	1.565240e-04	1	true
2.905         	smoothSolver	1.511910e-03	3.871700e-11	3	true	DICPCG	4.940400e-03	1.731380e-04	1	true
2.91028       	smoothSolver	1.596920e-03	4.957310e-11	3	true	DICPCG	5.170540e-03	1.761390e-04	1	true
2.91556       	smoothSolver	1.597700e-03	4.695250e-11	3	true	DICPCG	5.178920e-03	1.782750e-04	1	true
2.92083       	smoothSolver	1.595310e-03	4.514960e-11	3	true	DICPCG	5.194470e-03	1.872660e-04	1	true
2.92649       	smoothSolver	1.703920e-03	6.509730e-11	3	true	DICPCG	5.546790e-03	2.020640e-04	1	true
2.93214       	smoothSolver	1.698730e-03	6.236000e-11	3	true	DICPCG	5.521060e-03	2.023260e-04	1	true
