0 	-5.60913e-05 	-3.41399e-17 	0.183347
0.000333016 	-0.000147052 	-3.69365e-17 	0.183149
0.000666032 	-0.00023163 	-8.608e-17 	0.182707
0.000999048 	-0.000315983 	-1.35492e-16 	0.182023
0.00133206 	-0.000395179 	-1.44501e-16 	0.181084
0.00166508 	-0.000467093 	-1.40254e-16 	0.17987
0.0019981 	-0.00053039 	-1.26086e-16 	0.178357
0.00233111 	-0.00058396 	-9.2248e-17 	0.176519
0.00266413 	-0.000626899 	-6.43202e-17 	0.174327
0.00299714 	-0.000658568 	-3.67161e-17 	0.171749
0.00333016 	-0.000678606 	-1.67449e-17 	0.168754
0.00366318 	-0.000686945 	-3.60011e-19 	0.165309
0.00399619 	-0.000683809 	5.05796e-18 	0.161385
0.00432921 	-0.000669709 	1.00385e-17 	0.156953
0.00466223 	-0.000645428 	1.10489e-17 	0.151987
0.00499524 	-0.000611993 	1.58155e-17 	0.146465
0.00532826 	-0.000570647 	2.58105e-17 	0.140369
0.00566127 	-0.0005228 	3.67015e-17 	0.133683
0.00599429 	-0.00046999 	4.75526e-17 	0.126398
0.00632731 	-0.000413834 	5.81982e-17 	0.118508
0.00666032 	-0.000355976 	7.0276e-17 	0.11001
0.00699334 	-0.000298051 	8.82811e-17 	0.100905
0.00732635 	-0.000241637 	1.0799e-16 	0.0911987
0.00765937 	-0.000188231 	1.28636e-16 	0.0808968
0.00799239 	-0.000139222 	1.09983e-16 	0.0700075
0.0083254 	-0.000103967 	-4.88473e-17 	0.0587661
0.00865842 	-9.5867e-05 	9.41282e-17 	0.0585403
0.00899143 	-3.05765e-05 	1.11715e-16 	0.0339098
0.00932445 	-1.08939e-05 	1.08382e-16 	0.0207642
0.00965747 	-7.51352e-07 	4.48126e-17 	0.0070747
0.00999048 	-7.51352e-07 	4.48126e-17 	0.0070747
