-0.043 	0 	0.26423 	-0.644105 	0 	0.412906
-0.043 	1.48467e-18 	0.265655 	-1.56668 	-0.267231 	1.18123
-0.043 	1.48467e-18 	0.267366 	-1.35427 	-0.321675 	1.46126
-0.043 	1.48467e-18 	0.269418 	-0.387354 	-0.0504542 	1.21444
-0.043 	1.48467e-18 	0.271881 	1.04418 	0.11657 	0.513737
-0.043 	1.48467e-18 	0.274837 	4.89471 	0.0877064 	-1.17715
-0.043 	1.48467e-18 	0.27868 	11.6104 	2.34308e-17 	-4.02747
-0.043 	1.48467e-18 	0.28899 	22.0429 	-2.32264e-17 	-8.09511
-0.043 	1.48467e-18 	0.298419 	31.9024 	4.24652e-17 	-11.8221
-0.043 	1.48467e-18 	0.307955 	38.2502 	2.9638e-17 	-13.7624
-0.043 	1.48467e-18 	0.317601 	40.8629 	-3.94778e-17 	-14.003
-0.043 	1.48467e-18 	0.327294 	41.8871 	-8.22941e-17 	-13.5523
-0.043 	1.48467e-18 	0.337026 	42.3008 	-5.69897e-17 	-12.9812
-0.043 	1.48467e-18 	0.346765 	42.2809 	-3.90705e-17 	-12.4423
-0.043 	1.48467e-18 	0.356503 	42.0716 	-3.43019e-17 	-11.811
-0.043 	1.48467e-18 	0.366245 	42.0519 	-3.93829e-17 	-11.2037
-0.043 	1.48467e-18 	0.375976 	42.2326 	0.006554 	-10.6592
-0.043 	1.48467e-18 	0.3857 	42.3069 	-4.12032e-17 	-10.0874
-0.043 	1.48467e-18 	0.395413 	42.3018 	-3.95363e-17 	-9.51791
-0.043 	1.48467e-18 	0.405115 	42.3599 	-3.81613e-17 	-8.9861
-0.043 	1.48467e-18 	0.414809 	42.3702 	-3.68045e-17 	-8.46903
-0.043 	1.48467e-18 	0.424502 	42.3763 	-3.66775e-17 	-7.99159
-0.043 	1.48467e-18 	0.434186 	42.3759 	0.00813144 	-7.5221
-0.043 	1.48467e-18 	0.443872 	42.3703 	-3.19629e-17 	-7.08863
-0.043 	1.48467e-18 	0.453558 	42.3653 	0.0155064 	-6.67241
-0.043 	1.48467e-18 	0.463239 	42.3517 	-2.52506e-17 	-6.28919
-0.043 	1.48467e-18 	0.472918 	42.3204 	0.0159475 	-5.93449
-0.043 	1.48467e-18 	0.482597 	42.3009 	-2.37581e-17 	-5.58794
-0.043 	1.48467e-18 	0.492277 	42.269 	-2.40947e-17 	-5.26843
-0.043 	1.48467e-18 	0.501962 	42.2404 	-3.19893e-17 	-4.97176
