
100
(
(0 ((0 0 0) (0 0 0)))
(0.0808081 ((0 0 0) (0 0 1.04704)))
(0.161616 ((0 0 0) (0 0 2.02107)))
(0.242424 ((0 0 0) (0 0 2.85415)))
(0.323232 ((0 0 0) (0 0 3.48821)))
(0.40404 ((0 0 0) (0 0 3.87902)))
(0.484848 ((0 0 0) (0 0 3.99933)))
(0.565657 ((0 0 0) (0 0 3.84075)))
(0.646465 ((0 0 0) (0 0 3.41434)))
(0.727273 ((0 0 0) (0 0 2.74984)))
(0.808081 ((0 0 0) (0 0 1.89358)))
(0.888889 ((0 0 0) (0 0 0.905266)))
(0.969697 ((0 0 0) (0 0 -0.146171)))
(1.05051 ((0 0 0) (0 0 -1.18742)))
(1.13131 ((0 0 0) (0 0 -2.14586)))
(1.21212 ((0 0 0) (0 0 -2.95466)))
(1.29293 ((0 0 0) (0 0 -3.55742)))
(1.37374 ((0 0 0) (0 0 -3.91211)))
(1.45455 ((0 0 0) (0 0 -3.99399)))
(1.53535 ((0 0 0) (0 0 -3.79735)))
(1.61616 ((0 0 0) (0 0 -3.33591)))
(1.69697 ((0 0 0) (0 0 -2.64185)))
(1.77778 ((0 0 0) (0 0 -1.76356)))
(1.85859 ((0 0 0) (0 0 -0.762283)))
(1.93939 ((0 0 0) (0 0 0.292147)))
(2.0202 ((0 0 0) (0 0 1.3262)))
(2.10101 ((0 0 0) (0 0 2.26778)))
(2.18182 ((0 0 0) (0 0 3.05121)))
(2.26263 ((0 0 0) (0 0 3.62188)))
(2.34343 ((0 0 0) (0 0 3.93997)))
(2.42424 ((0 0 0) (0 0 3.98331)))
(2.50505 ((0 0 0) (0 0 3.74888)))
(2.58586 ((0 0 0) (0 0 3.25303)))
(2.66667 ((0 0 0) (0 0 2.53033)))
(2.74747 ((0 0 0) (0 0 1.63118)))
(2.82828 ((0 0 0) (0 0 0.618281)))
(2.90909 ((0 0 0) (0 0 -0.437733)))
(2.9899 ((0 0 0) (0 0 -1.46322)))
(3.07071 ((0 0 0) (0 0 -2.38667)))
(3.15152 ((0 0 0) (0 0 -3.1437)))
(3.23232 ((0 0 0) (0 0 -3.68149)))
(3.31313 ((0 0 0) (0 0 -3.96257)))
(3.39394 ((0 0 0) (0 0 -3.96731)))
(3.47475 ((0 0 0) (0 0 -3.6954)))
(3.55556 ((0 0 0) (0 0 -3.1658)))
(3.63636 ((0 0 0) (0 0 -2.41543)))
(3.71717 ((0 0 0) (0 0 -1.49663)))
(3.79798 ((0 0 0) (0 0 -0.473454)))
(3.87879 ((0 0 0) (0 0 0.582734)))
(3.9596 ((0 0 0) (0 0 1.59828)))
(4.0404 ((0 0 0) (0 0 2.50238)))
(4.12121 ((0 0 0) (0 0 3.23198)))
(4.20202 ((0 0 0) (0 0 3.73619)))
(4.28283 ((0 0 0) (0 0 3.97987)))
(4.36364 ((0 0 0) (0 0 3.94602)))
(4.44444 ((0 0 0) (0 0 3.63699)))
(4.52525 ((0 0 0) (0 0 3.07434)))
(4.60606 ((0 0 0) (0 0 2.29731)))
(4.68687 ((0 0 0) (0 0 1.36007)))
(4.76768 ((0 0 0) (0 0 0.327994)))
(4.84848 ((0 0 0) (0 0 -0.726956)))
(4.92929 ((0 0 0) (0 0 -1.73121)))
(5.0101 ((0 0 0) (0 0 -2.61475)))
(5.09091 ((0 0 0) (0 0 -3.31594)))
(5.17172 ((0 0 0) (0 0 -3.7859)))
(5.25253 ((0 0 0) (0 0 -3.99186)))
(5.33333 ((0 0 0) (0 0 -3.91945)))
(5.41414 ((0 0 0) (0 0 -3.57371)))
(5.49495 ((0 0 0) (0 0 -2.97877)))
(5.57576 ((0 0 0) (0 0 -2.17611)))
(5.65657 ((0 0 0) (0 0 -1.2217)))
(5.73737 ((0 0 0) (0 0 -0.182096)))
(5.81818 ((0 0 0) (0 0 0.870208)))
(5.89899 ((0 0 0) (0 0 1.86183)))
(5.9798 ((0 0 0) (0 0 2.72362)))
(6.06061 ((0 0 0) (0 0 3.39548)))
(6.14141 ((0 0 0) (0 0 3.83055)))
(6.22222 ((0 0 0) (0 0 3.99851)))
(6.30303 ((0 0 0) (0 0 3.88764)))
(6.38384 ((0 0 0) (0 0 3.50567)))
(6.46465 ((0 0 0) (0 0 2.87923)))
(6.54545 ((0 0 0) (0 0 2.05201)))
(6.62626 ((0 0 0) (0 0 1.0817)))
(6.70707 ((0 0 0) (0 0 0.0359543)))
(6.78788 ((0 0 0) (0 0 -1.0123)))
(6.86869 ((0 0 0) (0 0 -1.98996)))
(6.94949 ((0 0 0) (0 0 -2.82885)))
(7.0303 ((0 0 0) (0 0 -3.47047)))
(7.11111 ((0 0 0) (0 0 -3.87009)))
(7.19192 ((0 0 0) (0 0 -3.99983)))
(7.27273 ((0 0 0) (0 0 -3.85064)))
(7.35354 ((0 0 0) (0 0 -3.43294)))
(7.43434 ((0 0 0) (0 0 -2.77584)))
(7.51515 ((0 0 0) (0 0 -1.92517)))
(7.59596 ((0 0 0) (0 0 -0.940251)))
(7.67677 ((0 0 0) (0 0 0.110235)))
(7.75758 ((0 0 0) (0 0 1.15303)))
(7.83838 ((0 0 0) (0 0 2.11543)))
(7.91919 ((0 0 0) (0 0 2.9303)))
(8 ((0 0 0) (0 0 3.54084)))
)

