# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	Uz_initial    	Uz_final      	Uz_iters      	U_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   
1             	smoothSolver	1.000000e+00	5.949890e-02	4	1.000000e+00	7.606500e-02	3	1.000000e+00	7.595630e-02	6	false	GAMG	1.000000e+00	8.070140e-03	13	true
2             	smoothSolver	2.692090e-01	1.250480e-02	3	3.374570e-01	1.396130e-02	3	3.161600e-01	1.361820e-02	3	false	GAMG	3.751390e-01	2.565650e-03	6	true
3             	smoothSolver	7.441320e-02	3.460680e-03	3	1.103830e-01	4.775800e-03	3	1.123580e-01	5.212110e-03	3	false	GAMG	2.274030e-01	2.094210e-03	5	true
4             	smoothSolver	4.016140e-02	1.661730e-03	3	5.935000e-02	2.375250e-03	3	6.492720e-02	2.586560e-03	3	false	GAMG	1.837820e-01	1.149200e-03	5	true
5             	smoothSolver	2.236370e-02	1.027730e-03	3	2.926050e-02	1.214140e-03	3	3.168860e-02	1.401270e-03	3	false	GAMG	2.228970e-01	1.650270e-03	4	true
6             	smoothSolver	1.463450e-02	6.751060e-04	3	1.831440e-02	7.328370e-04	3	1.956990e-02	8.805860e-04	3	false	GAMG	2.283550e-01	2.015040e-03	4	true
7             	smoothSolver	1.121680e-02	5.240930e-04	3	1.488330e-02	5.898050e-04	3	1.544020e-02	6.967790e-04	3	false	GAMG	1.864580e-01	1.651380e-03	4	true
8             	smoothSolver	9.644770e-03	4.386000e-04	3	1.280500e-02	5.057550e-04	3	1.311430e-02	5.853790e-04	3	false	GAMG	1.361460e-01	9.825970e-04	4	true
9             	smoothSolver	8.106380e-03	3.796500e-04	3	1.131120e-02	4.486920e-04	3	1.149630e-02	5.112970e-04	3	false	GAMG	9.798440e-02	8.213360e-04	4	true
10            	smoothSolver	7.261160e-03	3.400190e-04	3	1.035720e-02	4.054550e-04	3	1.043050e-02	4.548240e-04	3	false	GAMG	7.808290e-02	6.431380e-04	4	true
11            	smoothSolver	6.745690e-03	3.171800e-04	3	9.766750e-03	3.764250e-04	3	9.715520e-03	4.193910e-04	3	false	GAMG	5.702190e-02	5.565970e-04	4	true
12            	smoothSolver	6.399720e-03	3.034590e-04	3	9.382840e-03	3.583940e-04	3	9.229710e-03	3.955360e-04	3	false	GAMG	4.806670e-02	3.647400e-04	5	true
13            	smoothSolver	6.350830e-03	2.958550e-04	3	9.123260e-03	3.488080e-04	3	8.918930e-03	3.792740e-04	3	false	GAMG	4.996220e-02	3.860600e-04	4	true
14            	smoothSolver	6.084350e-03	2.845530e-04	3	8.892030e-03	3.407680e-04	3	8.636430e-03	3.661980e-04	3	false	GAMG	4.335250e-02	3.862190e-04	4	true
15            	smoothSolver	5.877480e-03	2.740360e-04	3	8.648700e-03	3.334820e-04	3	8.353620e-03	3.548280e-04	3	false	GAMG	3.790150e-02	3.352550e-04	4	true
16            	smoothSolver	5.675860e-03	2.652150e-04	3	8.438360e-03	3.279640e-04	3	8.110000e-03	3.451490e-04	3	false	GAMG	3.598780e-02	3.206360e-04	4	true
17            	smoothSolver	5.535340e-03	2.568310e-04	3	8.225030e-03	3.220750e-04	3	7.897830e-03	3.365530e-04	3	false	GAMG	3.334800e-02	2.984320e-04	4	true
18            	smoothSolver	5.378230e-03	2.493160e-04	3	8.021820e-03	3.157730e-04	3	7.687210e-03	3.263160e-04	3	false	GAMG	3.105510e-02	2.623540e-04	4	true
19            	smoothSolver	5.236210e-03	2.411770e-04	3	7.856020e-03	3.121420e-04	3	7.524610e-03	3.188140e-04	3	false	GAMG	3.236540e-02	2.721640e-04	4	true
20            	smoothSolver	5.093770e-03	2.346670e-04	3	7.698150e-03	3.047490e-04	3	7.373630e-03	3.112000e-04	3	false	GAMG	2.881080e-02	2.290940e-04	4	true
21            	smoothSolver	4.991980e-03	2.281660e-04	3	7.564820e-03	3.004400e-04	3	7.254890e-03	3.063310e-04	3	false	GAMG	3.014640e-02	2.428380e-04	4	true
22            	smoothSolver	4.902060e-03	2.231450e-04	3	7.440010e-03	2.961370e-04	3	7.151850e-03	3.000480e-04	3	false	GAMG	2.595400e-02	2.129100e-04	4	true
23            	smoothSolver	4.804770e-03	2.176330e-04	3	7.326600e-03	2.913180e-04	3	7.045210e-03	2.943400e-04	3	false	GAMG	2.968090e-02	2.551850e-04	4	true
24            	smoothSolver	4.744100e-03	2.134240e-04	3	7.215230e-03	2.863390e-04	3	6.954230e-03	2.861340e-04	3	false	GAMG	2.658170e-02	2.422640e-04	4	true
25            	smoothSolver	4.658500e-03	2.094300e-04	3	7.112800e-03	2.833670e-04	3	6.859250e-03	2.792230e-04	3	false	GAMG	2.799660e-02	2.572140e-04	4	true
26            	smoothSolver	4.584770e-03	2.061990e-04	3	7.010350e-03	2.769390e-04	3	6.772160e-03	2.714360e-04	3	false	GAMG	2.727680e-02	2.490320e-04	4	true
27            	smoothSolver	4.522930e-03	2.032960e-04	3	6.916720e-03	2.720440e-04	3	6.715500e-03	2.657620e-04	3	false	GAMG	2.697560e-02	2.433480e-04	4	true
28            	smoothSolver	4.468470e-03	2.010430e-04	3	6.840110e-03	2.674610e-04	3	6.654520e-03	2.606510e-04	3	false	GAMG	2.697550e-02	2.372740e-04	4	true
29            	smoothSolver	4.406660e-03	1.987630e-04	3	6.770440e-03	2.623940e-04	3	6.592920e-03	6.538190e-04	2	false	GAMG	2.754580e-02	2.316400e-04	4	true
30            	smoothSolver	4.355540e-03	1.972710e-04	3	6.705790e-03	2.587020e-04	3	6.560980e-03	2.609460e-04	3	false	GAMG	2.641230e-02	2.169630e-04	4	true
31            	smoothSolver	4.305290e-03	1.952430e-04	3	6.655920e-03	2.556320e-04	3	6.504950e-03	2.553950e-04	3	false	GAMG	2.781850e-02	2.186430e-04	4	true
32            	smoothSolver	4.256420e-03	1.932210e-04	3	6.599860e-03	6.571010e-04	2	6.456580e-03	6.366410e-04	2	false	GAMG	2.799610e-02	1.996730e-04	4	true
33            	smoothSolver	4.214170e-03	1.910670e-04	3	6.560700e-03	2.578910e-04	3	6.417110e-03	2.516340e-04	3	false	GAMG	2.820890e-02	2.125650e-04	4	true
34            	smoothSolver	4.163890e-03	1.884510e-04	3	6.509240e-03	2.555210e-04	3	6.385240e-03	6.288960e-04	2	false	GAMG	2.890370e-02	2.062400e-04	4	true
35            	smoothSolver	4.120150e-03	1.861180e-04	3	6.468480e-03	2.502690e-04	3	6.359170e-03	2.487560e-04	3	false	GAMG	2.840260e-02	2.143800e-04	4	true
36            	smoothSolver	4.075000e-03	1.849780e-04	3	6.421360e-03	6.403140e-04	2	6.324670e-03	6.232790e-04	2	false	GAMG	2.927370e-02	2.165840e-04	4	true
37            	smoothSolver	4.032530e-03	1.821400e-04	3	6.389570e-03	2.521540e-04	3	6.290430e-03	6.274710e-04	2	false	GAMG	2.843710e-02	2.180910e-04	4	true
38            	smoothSolver	3.993920e-03	1.812370e-04	3	6.352730e-03	2.477050e-04	3	6.285710e-03	2.490410e-04	3	false	GAMG	2.931060e-02	2.192660e-04	4	true
39            	smoothSolver	3.956670e-03	1.796360e-04	3	6.314280e-03	6.291790e-04	2	6.238680e-03	6.199590e-04	2	false	GAMG	2.951360e-02	2.146330e-04	4	true
40            	smoothSolver	3.920900e-03	1.786100e-04	3	6.286800e-03	2.478860e-04	3	6.225780e-03	2.440210e-04	3	false	GAMG	2.992460e-02	2.115060e-04	4	true
