    0.00120482	(   4.960000e-01   0.000000e+00  0.000000e+00) (   9.920000e-01   0.000000e+00  0.000000e+00) (   1.488000e+00   0.000000e+00  0.000000e+00) (   2.638000e+00   0.000000e+00  5.555557e-01) 
0.00265769	(   4.960000e-01   0.000000e+00  0.000000e+00) (   9.920000e-01   0.000000e+00  3.583046e-56) (   1.488000e+00   0.000000e+00  9.638605e-27) (   2.638000e+00   0.000000e+00  5.555517e-01) 
0.00439595	(   4.960000e-01   0.000000e+00  1.911580e-91) (   9.920000e-01   0.000000e+00  3.601877e-56) (   1.488000e+00   0.000000e+00  3.620596e-29) (   2.638000e+00   0.000000e+00  5.555414e-01) 
0.00647429	(   4.960000e-01   0.000000e+00  2.758601e-90) (   9.920000e-01   0.000000e+00  5.130683e-55) (   1.488000e+00   0.000000e+00  3.449132e-29) (   2.638000e+00   0.000000e+00  5.555209e-01) 
0.0089355	(   4.960000e-01   0.000000e+00  8.728885e-88) (   9.920000e-01   0.000000e+00  4.823843e-51) (   1.488000e+00   0.000000e+00  3.789654e-28) (   2.638000e+00   0.000000e+00  5.554855e-01) 
0.0118731	(   4.960000e-01   0.000000e+00 -8.370637e-80) (   9.920000e-01   0.000000e+00 -6.168783e-49) (   1.488000e+00   0.000000e+00 -1.717639e-26) (   2.638000e+00   0.000000e+00  5.554273e-01) 
0.0153981	(   4.960000e-01   0.000000e+00 -7.808671e-70) (   9.920000e-01   0.000000e+00  2.678309e-39) (   1.488000e+00   0.000000e+00  1.958158e-19) (   2.638000e+00   0.000000e+00  5.553350e-01) 
0.0196282	(   4.960000e-01   0.000000e+00  2.170104e-65) (   9.920000e-01   0.000000e+00  2.634303e-36) (   1.488000e+00   0.000000e+00  7.771218e-18) (   2.638000e+00   0.000000e+00  5.551919e-01) 
0.0246515	(   4.960000e-01   0.000000e+00  7.031196e-61) (   9.920000e-01   0.000000e+00  1.671329e-33) (   1.488000e+00   0.000000e+00  2.130562e-16) (   2.638000e+00   0.000000e+00  5.549767e-01) 
0.0304475	(   4.960000e-01   0.000000e+00  1.074208e-56) (   9.920000e-01   0.000000e+00  5.583827e-31) (   1.488000e+00   0.000000e+00  4.202915e-15) (   2.638000e+00   0.000000e+00  5.546669e-01) 
0.0374028	(   4.960000e-01   0.000000e+00  1.898111e-52) (   9.920000e-01   0.000000e+00  2.594824e-28) (   1.488000e+00   0.000000e+00  9.446987e-14) (   2.638000e+00   0.000000e+00  5.542122e-01) 
0.0452274	(   4.960000e-01   0.000000e+00  1.310902e-48) (   9.920000e-01   0.000000e+00  4.516088e-26) (   1.488000e+00   0.000000e+00  1.312346e-12) (   2.638000e+00   0.000000e+00  5.535912e-01) 
0.0543562	(   4.960000e-01   0.000000e+00  6.157384e-45) (   9.920000e-01   0.000000e+00  1.006269e-23) (   1.488000e+00   0.000000e+00  2.107744e-11) (   2.638000e+00   0.000000e+00  5.527282e-01) 
0.0657671	(   4.960000e-01   0.000000e+00  1.045303e-38) (   9.920000e-01   0.000000e+00  6.929018e-21) (   1.488000e+00   0.000000e+00  6.126672e-10) (   2.638000e+00   0.000000e+00  5.514559e-01) 
0.0771781	(   4.960000e-01   0.000000e+00  1.114159e-36) (   9.920000e-01   0.000000e+00  3.197489e-19) (   1.488000e+00   0.000000e+00  5.639771e-09) (   2.638000e+00   0.000000e+00  5.499555e-01) 
0.088589	(   4.960000e-01   0.000000e+00  7.222831e-35) (   9.920000e-01   0.000000e+00  8.509342e-18) (   1.488000e+00   0.000000e+00  3.809105e-08) (   2.638000e+00   0.000000e+00  5.482461e-01) 
0.1	(   4.960000e-01   0.000000e+00  3.928388e-33) (   9.920000e-01   0.000000e+00  1.430479e-16) (   1.488000e+00   0.000000e+00  1.960300e-07) (   2.638000e+00   0.000000e+00  5.463470e-01) 
0.1125	(   4.960000e-01   0.000000e+00  3.565355e-30) (   9.920000e-01   0.000000e+00  3.949261e-15) (   1.488000e+00   0.000000e+00  1.259094e-06) (   2.638000e+00   0.000000e+00  5.440814e-01) 
0.125	(   4.960000e-01   0.000000e+00  1.538662e-28) (   9.920000e-01   0.000000e+00  3.506233e-14) (   1.488000e+00   0.000000e+00  5.813519e-06) (   2.638000e+00   0.000000e+00  5.416385e-01) 
0.1375	(   4.960000e-01   0.000000e+00  4.141244e-27) (   9.920000e-01   0.000000e+00  2.639731e-13) (   1.488000e+00   0.000000e+00  2.301536e-05) (   2.638000e+00   0.000000e+00  5.390445e-01) 
0.15	(   4.960000e-01   0.000000e+00  8.790157e-26) (   9.920000e-01   0.000000e+00  1.972892e-12) (   1.488000e+00   0.000000e+00  6.844739e-05) (   2.638000e+00   0.000000e+00  5.363253e-01) 
0.16	(   4.960000e-01   0.000000e+00  1.369335e-25) (   9.920000e-01   0.000000e+00  2.721824e-12) (   1.488000e+00   0.000000e+00  1.040307e-04) (   2.638000e+00   0.000000e+00  5.340669e-01) 
0.17	(   4.960000e-01   0.000000e+00  3.640374e-25) (   9.920000e-01   0.000000e+00  7.028470e-12) (   1.488000e+00   0.000000e+00  1.698127e-04) (   2.638000e+00   0.000000e+00  5.317545e-01) 
0.18	(   4.960000e-01   0.000000e+00  1.523239e-24) (   9.920000e-01   0.000000e+00  2.596940e-11) (   1.488000e+00   0.000000e+00  2.823553e-04) (   2.638000e+00   0.000000e+00  5.293957e-01) 
0.19	(   4.960000e-01   0.000000e+00  8.098741e-24) (   9.920000e-01   0.000000e+00  9.646983e-11) (   1.488000e+00   0.000000e+00  4.362276e-04) (   2.638000e+00   0.000000e+00  5.269964e-01) 
0.2	(   4.960000e-01   0.000000e+00  4.861987e-23) (   9.920000e-01   0.000000e+00  3.663999e-10) (   1.488000e+00   0.000000e+00  6.881907e-04) (   2.638000e+00   0.000000e+00  5.245606e-01) 
0.21	(   4.960000e-01   0.000000e+00  2.942927e-22) (   9.920000e-01   0.000000e+00  1.330681e-09) (   1.488000e+00   0.000000e+00  1.305467e-03) (   2.638000e+00   0.000000e+00  5.220905e-01) 
0.22	(   4.960000e-01   0.000000e+00  1.681532e-21) (   9.920000e-01   0.000000e+00  4.700002e-09) (   1.488000e+00   0.000000e+00  2.515359e-03) (   2.638000e+00   0.000000e+00  5.195869e-01) 
0.23	(   4.960000e-01   0.000000e+00  9.331405e-21) (   9.920000e-01   0.000000e+00  1.617293e-08) (   1.488000e+00   0.000000e+00  7.082447e-03) (   2.638000e+00   0.000000e+00  5.170497e-01) 
0.24	(   4.960000e-01   0.000000e+00  4.817141e-20) (   9.920000e-01   0.000000e+00  5.299373e-08) (   1.488000e+00   0.000000e+00  1.578688e-02) (   2.638000e+00   0.000000e+00  5.144782e-01) 
0.248571	(   4.960000e-01   0.000000e+00  6.701569e-20) (   9.920000e-01   0.000000e+00  7.658314e-08) (   1.488000e+00   0.000000e+00  2.556914e-02) (   2.638000e+00   0.000000e+00  5.122415e-01) 
0.257143	(   4.960000e-01   0.000000e+00  1.035499e-19) (   9.920000e-01   0.000000e+00  1.711067e-07) (   1.488000e+00   0.000000e+00  3.691604e-02) (   2.638000e+00   0.000000e+00  5.099771e-01) 
0.265714	(   4.960000e-01   0.000000e+00  2.019915e-19) (   9.920000e-01   0.000000e+00  4.712169e-07) (   1.488000e+00   0.000000e+00  4.831748e-02) (   2.638000e+00   0.000000e+00  5.076841e-01) 
0.274286	(   4.960000e-01   0.000000e+00  5.444105e-19) (   9.920000e-01   0.000000e+00  1.234776e-06) (   1.488000e+00   0.000000e+00  5.821627e-02) (   2.638000e+00   0.000000e+00  5.053614e-01) 
0.282857	(   4.960000e-01   0.000000e+00  1.754951e-18) (   9.920000e-01   0.000000e+00  3.228196e-06) (   1.488000e+00   0.000000e+00  6.680880e-02) (   2.638000e+00   0.000000e+00  5.030078e-01) 
0.291429	(   4.960000e-01   0.000000e+00  6.266655e-18) (   9.920000e-01   0.000000e+00  7.847361e-06) (   1.488000e+00   0.000000e+00  7.483733e-02) (   2.638000e+00   0.000000e+00  5.006220e-01) 
