14 	0 	0.5 	0.00585766 	0.326404 	-0.000958682 	0
14 	0.125 	0.5 	0.00972892 	0.382945 	-0.00244766 	0
14 	0.25 	0.5 	0.0119638 	0.417078 	-0.00412002 	0
14 	0.375 	0.5 	0.0135587 	0.446886 	-0.00563842 	0
14 	0.5 	0.5 	0.0147163 	0.476311 	-0.00696789 	0
14 	0.625 	0.5 	0.0154494 	0.506486 	-0.00804106 	0
14 	0.75 	0.5 	0.0157278 	0.537665 	-0.00881734 	0
14 	0.875 	0.5 	0.0155224 	0.569676 	-0.00926186 	0
14 	1 	0.5 	0.0147975 	0.602069 	-0.00935195 	0
14 	1.125 	0.5 	0.0135599 	0.634127 	-0.00907649 	0
14 	1.25 	0.5 	0.0118732 	0.664789 	-0.00844095 	0
14 	1.375 	0.5 	0.00988726 	0.69253 	-0.00747602 	0
14 	1.5 	0.5 	0.00786477 	0.715251 	-0.00625546 	0
14 	1.625 	0.5 	0.00615906 	0.730489 	-0.00489196 	0
14 	1.75 	0.5 	0.00508662 	0.736223 	-0.00355088 	0
14 	1.875 	0.5 	0.00472543 	0.731529 	-0.00230475 	0
14 	2 	0.5 	0.00497262 	0.716481 	-0.00125588 	0
14 	2.125 	0.5 	0.0055892 	0.692215 	-0.00036085 	0
14 	2.25 	0.5 	0.00629309 	0.660866 	0.000355885 	0
14 	2.375 	0.5 	0.0068608 	0.624312 	0.000877149 	0
14 	2.5 	0.5 	0.00714979 	0.5835 	0.00115471 	0
14 	2.625 	0.5 	0.00707618 	0.537915 	0.0011656 	0
14 	2.75 	0.5 	0.00655047 	0.483166 	0.000840135 	0
14 	2.875 	0.5 	0.00487271 	0.396154 	0.000434786 	0
14 	3 	0.5 	0.00487271 	0.396154 	0.000434786 	0
