0 	1e-06 	1 	0.000100496 	0.00182205 	-0.00255523 	0
0.125 	1e-06 	1 	0.000201914 	0.000630989 	0.000841225 	0
0.25 	1e-06 	1 	0.000526759 	-0.00885919 	0.00606821 	0
0.375 	1e-06 	1 	0.00101556 	-0.027756 	0.0118402 	0
0.5 	1e-06 	1 	0.00156414 	-0.0527975 	0.0155379 	0
0.625 	1e-06 	1 	0.00210916 	-0.0782417 	0.0158913 	0
0.75 	1e-06 	1 	0.00265064 	-0.101768 	0.0145769 	0
0.875 	1e-06 	1 	0.00320159 	-0.122723 	0.0128991 	0
1 	1e-06 	1 	0.0037777 	-0.141003 	0.0112246 	0
1.125 	1e-06 	1 	0.00439377 	-0.156778 	0.00969476 	0
1.25 	1e-06 	1 	0.00473985 	-0.170489 	0.00831487 	0
1.375 	1e-06 	1 	0.00523912 	-0.182125 	0.00705685 	0
1.5 	1e-06 	1 	0.0057336 	-0.191043 	0.00584574 	0
1.625 	1e-06 	1 	0.00621777 	-0.199381 	0.00462951 	0
1.75 	1e-06 	1 	0.00668357 	-0.205659 	0.00353342 	0
1.875 	1e-06 	1 	0.00712963 	-0.210406 	0.0024637 	0
2 	1e-06 	1 	0.00755424 	-0.213649 	0.00138927 	0
2.125 	1e-06 	1 	0.00795745 	-0.215431 	0.000312155 	0
2.25 	1e-06 	1 	0.00834322 	-0.215816 	-0.00070364 	0
2.375 	1e-06 	1 	0.0087153 	-0.214866 	-0.00156834 	0
2.5 	1e-06 	1 	0.00905896 	-0.212739 	-0.00240266 	0
2.625 	1e-06 	1 	0.00937346 	-0.209482 	-0.00316908 	0
2.75 	1e-06 	1 	0.00965606 	-0.205154 	-0.00391634 	0
2.875 	1e-06 	1 	0.00990505 	-0.199804 	-0.0046349 	0
3 	1e-06 	1 	0.0101203 	-0.193478 	-0.00531417 	0
3.125 	1e-06 	1 	0.0103008 	-0.186255 	-0.00593764 	0
3.25 	1e-06 	1 	0.0104468 	-0.178232 	-0.00649806 	0
3.375 	1e-06 	1 	0.0105599 	-0.169514 	-0.00700014 	0
3.5 	1e-06 	1 	0.0106426 	-0.160197 	-0.00745194 	0
3.625 	1e-06 	1 	0.0106972 	-0.150366 	-0.00785932 	0
3.75 	1e-06 	1 	0.0107264 	-0.140101 	-0.00822981 	0
3.875 	1e-06 	1 	0.0107326 	-0.129468 	-0.00857213 	0
4 	1e-06 	1 	0.0107172 	-0.118526 	-0.00889181 	0
4.125 	1e-06 	1 	0.0106815 	-0.107329 	-0.00919606 	0
4.25 	1e-06 	1 	0.0106287 	-0.0959146 	-0.00949667 	0
4.375 	1e-06 	1 	0.0105604 	-0.0843277 	-0.009797 	0
4.5 	1e-06 	1 	0.0104754 	-0.0726529 	-0.010046 	0
4.625 	1e-06 	1 	0.0103708 	-0.0608086 	-0.0100392 	0
4.75 	1e-06 	1 	0.010247 	-0.0489082 	-0.0097128 	0
4.875 	1e-06 	1 	0.0101166 	-0.0376206 	-0.00953872 	0
5 	1e-06 	1 	0.00998268 	-0.0263023 	-0.00969088 	0
5.125 	1e-06 	1 	0.00984853 	-0.0151419 	-0.0099911 	0
5.25 	1e-06 	1 	0.00973021 	-0.00420838 	-0.0105085 	0
5.375 	1e-06 	1 	0.00964059 	0.00695415 	-0.0100906 	0
5.5 	1e-06 	1 	0.00957563 	0.0175044 	-0.00878588 	0
5.625 	1e-06 	1 	0.00952409 	0.0276174 	-0.00827264 	0
5.75 	1e-06 	1 	0.00947791 	0.0377829 	-0.00825536 	0
5.875 	1e-06 	1 	0.0094262 	0.0476804 	-0.00801582 	0
6 	1e-06 	1 	0.00936936 	0.057335 	-0.00767847 	0
6.125 	1e-06 	1 	0.00930835 	0.0667425 	-0.00732997 	0
6.25 	1e-06 	1 	0.00924341 	0.0758685 	-0.00698317 	0
6.375 	1e-06 	1 	0.00917794 	0.0846953 	-0.00688886 	0
6.5 	1e-06 	1 	0.00911246 	0.0934336 	-0.00690883 	0
6.625 	1e-06 	1 	0.00904411 	0.101913 	-0.00673833 	0
6.75 	1e-06 	1 	0.00897314 	0.110149 	-0.00647351 	0
6.875 	1e-06 	1 	0.0089003 	0.118133 	-0.00618747 	0
7 	1e-06 	1 	0.00882622 	0.125853 	-0.00590836 	0
7.125 	1e-06 	1 	0.00875141 	0.133316 	-0.00564464 	0
7.25 	1e-06 	1 	0.00867626 	0.140532 	-0.00539766 	0
7.375 	1e-06 	1 	0.00860105 	0.14751 	-0.00516635 	0
7.5 	1e-06 	1 	0.00852601 	0.154258 	-0.00494906 	0
7.625 	1e-06 	1 	0.00845126 	0.160785 	-0.00474391 	0
7.75 	1e-06 	1 	0.00837706 	0.167097 	-0.00454968 	0
7.875 	1e-06 	1 	0.00830357 	0.173203 	-0.00436671 	0
8 	1e-06 	1 	0.00823045 	0.179111 	-0.00419354 	0
8.125 	1e-06 	1 	0.00815797 	0.184826 	-0.00402853 	0
8.25 	1e-06 	1 	0.00808627 	0.190356 	-0.00387147 	0
8.375 	1e-06 	1 	0.00801538 	0.195707 	-0.00372211 	0
8.5 	1e-06 	1 	0.00794535 	0.200885 	-0.00357992 	0
8.625 	1e-06 	1 	0.00787621 	0.205896 	-0.00344438 	0
8.75 	1e-06 	1 	0.00780796 	0.210746 	-0.00331494 	0
8.875 	1e-06 	1 	0.00774061 	0.215441 	-0.00319113 	0
9 	1e-06 	1 	0.00767419 	0.219985 	-0.00307258 	0
9.125 	1e-06 	1 	0.00760872 	0.224383 	-0.00295904 	0
9.25 	1e-06 	1 	0.00754426 	0.22864 	-0.00285039 	0
9.375 	1e-06 	1 	0.00748085 	0.232762 	-0.00274662 	0
9.5 	1e-06 	1 	0.00741856 	0.236755 	-0.00264774 	0
9.625 	1e-06 	1 	0.00735743 	0.240622 	-0.00255363 	0
9.75 	1e-06 	1 	0.0072975 	0.244371 	-0.00246411 	0
9.875 	1e-06 	1 	0.00723879 	0.248006 	-0.00237896 	0
10 	1e-06 	1 	0.0071813 	0.251532 	-0.00229795 	0
10.125 	1e-06 	1 	0.00712501 	0.254953 	-0.00222081 	0
10.25 	1e-06 	1 	0.00706991 	0.258274 	-0.0021473 	0
10.375 	1e-06 	1 	0.00701597 	0.261499 	-0.00207717 	0
10.5 	1e-06 	1 	0.00696316 	0.264632 	-0.00201022 	0
10.625 	1e-06 	1 	0.00691144 	0.267676 	-0.00194626 	0
10.75 	1e-06 	1 	0.0068608 	0.270635 	-0.00188511 	0
10.875 	1e-06 	1 	0.0068112 	0.273512 	-0.00182662 	0
11 	1e-06 	1 	0.00676262 	0.276311 	-0.00177066 	0
11.125 	1e-06 	1 	0.00671505 	0.279034 	-0.00171709 	0
11.25 	1e-06 	1 	0.00666844 	0.281684 	-0.00166579 	0
11.375 	1e-06 	1 	0.0066228 	0.284264 	-0.00161667 	0
11.5 	1e-06 	1 	0.00657809 	0.286778 	-0.00156964 	0
11.625 	1e-06 	1 	0.00653431 	0.289227 	-0.00152461 	0
11.75 	1e-06 	1 	0.00649144 	0.291614 	-0.00148152 	0
11.875 	1e-06 	1 	0.00644945 	0.293942 	-0.00144027 	0
12 	1e-06 	1 	0.00640835 	0.296213 	-0.0014009 	0
12.125 	1e-06 	1 	0.00636809 	0.298429 	-0.0013631 	0
12.25 	1e-06 	1 	0.0063287 	0.300593 	-0.00132641 	0
12.375 	1e-06 	1 	0.00629022 	0.302706 	-0.00129091 	0
12.5 	1e-06 	1 	0.00625268 	0.304769 	-0.00125704 	0
12.625 	1e-06 	1 	0.00621605 	0.306787 	-0.00122501 	0
12.75 	1e-06 	1 	0.00618027 	0.30876 	-0.0011948 	0
12.875 	1e-06 	1 	0.00614528 	0.31069 	-0.00116633 	0
13 	1e-06 	1 	0.00611097 	0.31258 	-0.00113928 	0
13.125 	1e-06 	1 	0.00607727 	0.31443 	-0.00111312 	0
13.25 	1e-06 	1 	0.00604415 	0.316242 	-0.00108767 	0
13.375 	1e-06 	1 	0.0060116 	0.318017 	-0.00106302 	0
13.5 	1e-06 	1 	0.00597962 	0.319756 	-0.00103934 	0
13.625 	1e-06 	1 	0.00594822 	0.321463 	-0.00101684 	0
13.75 	1e-06 	1 	0.00591743 	0.323138 	-0.000995728 	0
13.875 	1e-06 	1 	0.00588721 	0.324784 	-0.000976258 	0
14 	1e-06 	1 	0.00585766 	0.326404 	-0.000958682 	0
14.125 	1e-06 	1 	0.00582863 	0.328 	-0.000943622 	0
14.25 	1e-06 	1 	0.00580048 	0.329579 	-0.000930895 	0
14.375 	1e-06 	1 	0.00577255 	0.331143 	-0.000926044 	0
14.5 	1e-06 	1 	0.00574612 	0.332696 	-0.000906181 	0
14.625 	1e-06 	1 	0.00571913 	0.334294 	-0.00103351 	0
14.75 	1e-06 	1 	0.00569531 	0.335801 	-0.00100499 	0
14.875 	1e-06 	1 	0.00566899 	0.337589 	-0.00124161 	0
15 	1e-06 	1 	0.00566899 	0.337589 	-0.00124161 	0
