    0.00120482	   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   5.555557e-01   5.555557e-01
0.00265769	   1.304150e-91   1.304150e-91   6.928843e-56   6.928843e-56   2.838170e-26   2.838170e-26   5.555517e-01   5.555517e-01
0.00439595	   2.453066e-91   2.453066e-91   7.191866e-56   7.191866e-56   2.755877e-26   2.755877e-26   5.555414e-01   5.555414e-01
0.00647429	   5.429418e-89   5.429418e-89   2.036401e-54   2.036401e-54   6.797807e-25   6.797807e-25   5.555209e-01   5.555209e-01
0.0089355	   6.885400e-86   6.885400e-86   1.817220e-51   1.817220e-51   9.536206e-23   9.536206e-23   5.554855e-01   5.554855e-01
0.0118731	   5.060632e-83   5.060632e-83   5.488720e-49   5.488720e-49   7.031980e-21   7.031980e-21   5.554273e-01   5.554273e-01
0.0153981	   2.526234e-74   2.526234e-74   3.135703e-45   3.135703e-45   2.605102e-19   2.605102e-19   5.553350e-01   5.553350e-01
0.0196282	   3.282041e-70   3.282041e-70   2.357862e-42   2.357862e-42   8.977926e-18   8.977926e-18   5.551919e-01   5.551919e-01
0.0246515	   1.090584e-65   1.090584e-65   1.771022e-39   1.771022e-39   2.196765e-16   2.196765e-16   5.549766e-01   5.549766e-01
0.0304475	   1.732111e-61   1.732111e-61   8.819440e-37   8.819440e-37   4.227413e-15   4.227413e-15   5.546669e-01   5.546669e-01
0.0374028	   4.859613e-57   4.859613e-57   7.888769e-34   7.888769e-34   9.387258e-14   9.387258e-14   5.542121e-01   5.542121e-01
0.0452274	   2.189754e-53   2.189754e-53   2.743560e-31   2.743560e-31   1.321729e-12   1.321729e-12   5.535911e-01   5.535911e-01
0.0543562	   1.419502e-48   1.419502e-48   2.066806e-28   2.066806e-28   2.186781e-11   2.186781e-11   5.527281e-01   5.527281e-01
0.0657671	   1.705397e-44   1.705397e-44   5.310448e-25   5.310448e-25   5.907731e-10   5.907731e-10   5.514556e-01   5.514556e-01
0.0771781	   1.078923e-42   1.078923e-42   5.201748e-23   5.201748e-23   5.472519e-09   5.472519e-09   5.499551e-01   5.499551e-01
0.088589	   2.268134e-41   2.268134e-41   2.570778e-21   2.570778e-21   3.716091e-08   3.716091e-08   5.482455e-01   5.482455e-01
0.1	   2.046063e-40   2.046063e-40   7.523817e-20   7.523817e-20   1.921165e-07   1.921165e-07   5.463462e-01   5.463462e-01
0.1125	   3.658386e-39   3.658386e-39   5.219064e-18   5.219064e-18   1.232662e-06   1.232662e-06   5.440803e-01   5.440803e-01
0.125	   1.512499e-38   1.512499e-38   1.197835e-16   1.197835e-16   5.711106e-06   5.711106e-06   5.416371e-01   5.416371e-01
0.135714	   2.606332e-38   2.606332e-38   4.278897e-16   4.278897e-16   1.322911e-05   1.322911e-05   5.394130e-01   5.394130e-01
0.144898	   3.148826e-38   3.148826e-38   8.646350e-16   8.646350e-16   2.078365e-05   2.078365e-05   5.374264e-01   5.374264e-01
0.154082	   6.961298e-38   6.961298e-38   2.433995e-15   2.433995e-15   3.927910e-05   3.927910e-05   5.353817e-01   5.353817e-01
0.163265	   2.283633e-37   2.283633e-37   9.253705e-15   9.253705e-15   7.237290e-05   7.237290e-05   5.332872e-01   5.332872e-01
0.170612	   2.756378e-37   2.756378e-37   1.481336e-14   1.481336e-14   9.254547e-05   9.254547e-05   5.315766e-01   5.315766e-01
0.177959	   3.625742e-37   3.625742e-37   2.525631e-14   2.525631e-14   1.279881e-04   1.279881e-04   5.298419e-01   5.298419e-01
0.185306	   5.125338e-37   5.125338e-37   4.776500e-14   4.776500e-14   1.797469e-04   1.797469e-04   5.280854e-01   5.280854e-01
0.192653	   8.377709e-37   8.377709e-37   1.025084e-13   1.025084e-13   2.519198e-04   2.519198e-04   5.263087e-01   5.263087e-01
0.2	   1.731044e-36   1.731044e-36   2.115522e-13   2.115522e-13   3.918312e-04   3.918312e-04   5.245130e-01   5.245130e-01
0.206667	   2.337351e-36   2.337351e-36   3.565495e-13   3.565495e-13   6.297034e-04   6.297034e-04   5.228664e-01   5.228664e-01
0.212889	   3.129192e-36   3.129192e-36   5.377300e-13   5.377300e-13   1.005363e-03   1.005363e-03   5.213154e-01   5.213154e-01
0.219111	   4.464561e-36   4.464561e-36   9.473129e-13   9.473129e-13   1.649514e-03   1.649514e-03   5.197515e-01   5.197515e-01
0.224889	   5.839136e-36   5.839136e-36   1.406544e-12   1.406544e-12   3.278703e-03   3.278703e-03   5.182869e-01   5.182869e-01
0.230667	   7.915493e-36   7.915493e-36   2.447612e-12   2.447612e-12   6.324800e-03   6.324800e-03   5.168108e-01   5.168108e-01
0.236444	   1.092101e-35   1.092101e-35   5.343583e-12   5.343583e-12   1.092125e-02   1.092125e-02   5.153229e-01   5.153229e-01
0.241741	   1.353026e-35   1.353026e-35   8.025527e-12   8.025527e-12   1.629131e-02   1.629131e-02   5.139475e-01   5.139475e-01
0.247037	   1.724045e-35   1.724045e-35   1.568501e-11   1.568501e-11   2.253838e-02   2.253838e-02   5.125616e-01   5.125616e-01
