# Continuity error
# Time          # Local         # Global        # Cumulative    
50              1.77397221e-04	-1.36533609e-05	-1.36533609e-05
100             4.14089064e-05	6.36605444e-06	-7.28730650e-06
150             1.91267072e-06	6.27817044e-07	-6.65948946e-06
200             1.06806750e-06	-2.92069358e-07	-6.95155881e-06
250             7.80025551e-07	1.71541761e-07	-6.78001705e-06
300             1.01554054e-06	-5.65296464e-08	-6.83654670e-06
350             1.04629527e-06	-5.35755025e-08	-6.89012220e-06
400             8.19680494e-07	-2.85571327e-07	-7.17569353e-06
450             9.25783206e-07	-2.00965547e-07	-7.37665908e-06
500             4.46446133e-07	-1.27976907e-07	-7.50463598e-06
550             1.02008561e-06	3.97567082e-07	-7.10706890e-06
600             9.01805521e-07	-1.58193271e-07	-7.26526217e-06
650             5.43488283e-07	-2.42061121e-08	-7.28946829e-06
700             9.94220349e-07	1.14888564e-07	-7.17457972e-06
750             2.94776263e-07	-8.03448092e-09	-7.18261420e-06
800             4.29140388e-07	-2.98777860e-08	-7.21249199e-06
850             1.03721458e-06	-1.93790880e-08	-7.23187108e-06
900             2.40283106e-07	1.00226259e-08	-7.22184845e-06
950             4.16323697e-07	-5.23489689e-09	-7.22708335e-06
1000            7.67340141e-07	-2.37468374e-08	-7.25083018e-06
1050            1.79963947e-07	3.07916047e-09	-7.24775102e-06
1100            6.15722162e-07	2.82406993e-08	-7.21951032e-06
1150            1.52313934e-07	-6.54860410e-09	-7.22605893e-06
1200            1.00195039e-06	-7.49452083e-09	-7.23355345e-06
1250            4.86633919e-07	-6.43229071e-09	-7.23998574e-06
1300            1.72145057e-07	2.19752332e-09	-7.23778822e-06
1350            8.30391413e-07	3.19501615e-08	-7.20583806e-06
1400            3.20664922e-07	-1.92541203e-08	-7.22509218e-06
1450            1.01895372e-06	-1.81451994e-08	-7.24323738e-06
1500            6.70105911e-07	5.71066696e-09	-7.23752671e-06
1550            1.71939853e-07	2.64502570e-09	-7.23488168e-06
1600            1.06097290e-06	3.15698004e-08	-7.20331188e-06
1650            5.08045816e-07	-2.38968267e-08	-7.22720871e-06
1700            9.74430986e-07	-2.24355753e-08	-7.24964428e-06
1750            1.07573623e-06	-2.29383281e-08	-7.27258261e-06
1800            6.30984353e-07	3.05215183e-09	-7.26953046e-06
1850            1.86848670e-07	2.73969410e-09	-7.26679077e-06
1900            9.61302625e-07	3.24637815e-08	-7.23432698e-06
1950            5.41718972e-07	-2.19062873e-08	-7.25623327e-06
