# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	U_converged   	k_solver      	k_initial     	k_final       	k_iters       	k_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   	epsilon_solver	epsilon_initial	epsilon_final 	epsilon_iters 	epsilon_converged
257           	DILUPBiCGStab	6.221340e-05	5.404910e-12	3	2.303600e-04	3.674010e-11	3	false	DILUPBiCGStab	2.092230e-04	8.984570e-12	3	true	GAMG	1.185560e-04	6.071370e-07	2	true	DILUPBiCGStab	3.076790e-04	1.082320e-11	3	true
258           	DILUPBiCGStab	6.009110e-05	5.172710e-12	3	2.195150e-04	3.707940e-11	3	false	DILUPBiCGStab	1.959430e-04	8.633740e-12	3	true	GAMG	1.101940e-04	5.101930e-07	2	true	DILUPBiCGStab	2.826890e-04	9.856830e-12	3	true
259           	DILUPBiCGStab	5.667420e-05	5.165150e-12	3	2.073220e-04	3.494830e-11	3	false	DILUPBiCGStab	1.987680e-04	8.641180e-12	3	true	GAMG	1.038010e-04	5.166090e-07	2	true	DILUPBiCGStab	2.894400e-04	1.076360e-11	3	true
260           	DILUPBiCGStab	5.466640e-05	4.984740e-12	3	1.988530e-04	3.662280e-11	3	false	DILUPBiCGStab	1.958650e-04	8.087230e-12	3	true	GAMG	1.033920e-04	4.760110e-07	2	true	DILUPBiCGStab	2.902210e-04	9.649540e-12	3	true
261           	DILUPBiCGStab	5.403280e-05	4.990370e-12	3	1.931930e-04	3.390870e-11	3	false	DILUPBiCGStab	2.074120e-04	8.121520e-12	3	true	GAMG	1.099140e-04	4.904160e-07	2	true	DILUPBiCGStab	3.032270e-04	1.069120e-11	3	true
262           	DILUPBiCGStab	5.198820e-05	4.726760e-12	3	1.812440e-04	3.660190e-11	3	false	DILUPBiCGStab	2.031330e-04	7.660420e-12	3	true	GAMG	1.073410e-04	4.138620e-07	2	true	DILUPBiCGStab	2.734730e-04	9.665860e-12	3	true
263           	DILUPBiCGStab	4.914250e-05	4.549700e-12	3	1.720570e-04	3.645510e-11	3	false	DILUPBiCGStab	1.998980e-04	7.850440e-12	3	true	GAMG	1.045830e-04	4.487440e-07	2	true	DILUPBiCGStab	2.808750e-04	1.082670e-11	3	true
264           	DILUPBiCGStab	4.775480e-05	4.459250e-12	3	1.644340e-04	3.613030e-11	3	false	DILUPBiCGStab	1.842660e-04	7.656330e-12	3	true	GAMG	1.013600e-04	4.186930e-07	2	true	DILUPBiCGStab	2.870570e-04	9.533450e-12	3	true
265           	DILUPBiCGStab	4.713130e-05	4.584770e-12	3	1.613760e-04	2.967150e-11	3	false	DILUPBiCGStab	1.863670e-04	7.803220e-12	3	true	GAMG	1.106130e-04	3.445630e-07	2	true	DILUPBiCGStab	2.998440e-04	1.088500e-11	3	true
266           	DILUPBiCGStab	4.529470e-05	4.338400e-12	3	1.503560e-04	3.065700e-11	3	false	DILUPBiCGStab	1.806760e-04	7.408730e-12	3	true	GAMG	1.009880e-04	3.904960e-07	2	true	DILUPBiCGStab	2.677230e-04	9.632100e-12	3	true
267           	DILUPBiCGStab	4.271360e-05	4.098620e-12	3	1.418310e-04	3.002640e-11	3	false	DILUPBiCGStab	1.895340e-04	7.540080e-12	3	true	GAMG	9.773670e-05	3.380280e-07	2	true	DILUPBiCGStab	2.730620e-04	1.113270e-11	3	true
268           	DILUPBiCGStab	4.153850e-05	4.061510e-12	3	1.356100e-04	2.895450e-11	3	false	DILUPBiCGStab	1.827980e-04	7.207450e-12	3	true	GAMG	9.817860e-05	3.301630e-07	2	true	DILUPBiCGStab	2.797780e-04	9.526370e-12	3	true
269           	DILUPBiCGStab	4.173780e-05	4.169050e-12	3	1.358920e-04	2.156660e-11	3	false	DILUPBiCGStab	1.867720e-04	7.469580e-12	3	true	GAMG	1.037610e-04	3.258670e-07	2	true	DILUPBiCGStab	2.931300e-04	1.124140e-11	3	true
270           	DILUPBiCGStab	4.032270e-05	3.999130e-12	3	1.257810e-04	2.250580e-11	3	false	DILUPBiCGStab	1.732420e-04	7.182850e-12	3	true	GAMG	9.765820e-05	3.071230e-07	2	true	DILUPBiCGStab	2.623840e-04	9.607340e-12	3	true
271           	DILUPBiCGStab	3.772140e-05	3.794810e-12	3	1.196810e-04	2.322660e-11	3	false	DILUPBiCGStab	1.732570e-04	7.356750e-12	3	true	GAMG	9.520550e-05	2.985590e-07	2	true	DILUPBiCGStab	2.668340e-04	1.145830e-11	3	true
272           	DILUPBiCGStab	3.680770e-05	3.813930e-12	3	1.169900e-04	1.872890e-11	3	false	DILUPBiCGStab	1.684810e-04	6.873820e-12	3	true	GAMG	9.342600e-05	2.568330e-07	2	true	DILUPBiCGStab	2.727730e-04	9.495230e-12	3	true
273           	DILUPBiCGStab	3.715440e-05	3.882580e-12	3	1.179440e-04	1.762490e-11	3	false	DILUPBiCGStab	1.781050e-04	6.954830e-12	3	true	GAMG	1.006130e-04	2.819510e-07	2	true	DILUPBiCGStab	2.862160e-04	1.161650e-11	3	true
274           	DILUPBiCGStab	3.608980e-05	3.779200e-12	3	1.107530e-04	1.739760e-11	3	false	DILUPBiCGStab	1.734840e-04	6.662570e-12	3	true	GAMG	9.389220e-05	2.314490e-07	2	true	DILUPBiCGStab	2.582380e-04	9.557370e-12	3	true
275           	DILUPBiCGStab	3.402650e-05	3.700670e-12	3	1.074030e-04	1.667160e-11	3	false	DILUPBiCGStab	1.754350e-04	6.862960e-12	3	true	GAMG	9.520840e-05	3.593500e-07	2	true	DILUPBiCGStab	2.658270e-04	1.182390e-11	3	true
276           	DILUPBiCGStab	3.368180e-05	3.710620e-12	3	1.067370e-04	1.625470e-11	3	false	DILUPBiCGStab	1.638200e-04	6.601400e-12	3	true	GAMG	1.045650e-04	2.340480e-07	2	true	DILUPBiCGStab	2.719510e-04	9.432210e-12	3	true
277           	DILUPBiCGStab	3.394990e-05	3.617890e-12	3	1.093780e-04	1.639660e-11	3	false	DILUPBiCGStab	1.678340e-04	6.710430e-12	3	true	GAMG	1.081790e-04	3.287870e-07	2	true	DILUPBiCGStab	2.849040e-04	1.206090e-11	3	true
278           	DILUPBiCGStab	3.272260e-05	3.518420e-12	3	1.029590e-04	1.561340e-11	3	false	DILUPBiCGStab	1.613000e-04	6.279650e-12	3	true	GAMG	9.150240e-05	2.924150e-07	2	true	DILUPBiCGStab	2.522380e-04	9.514420e-12	3	true
279           	DILUPBiCGStab	3.082060e-05	3.508280e-12	3	9.902450e-05	1.515880e-11	3	false	DILUPBiCGStab	1.688910e-04	6.394000e-12	3	true	GAMG	8.738450e-05	2.394670e-07	2	true	DILUPBiCGStab	2.572810e-04	1.238500e-11	3	true
280           	DILUPBiCGStab	3.018430e-05	3.462840e-12	3	9.717720e-05	1.507510e-11	3	false	DILUPBiCGStab	1.656590e-04	6.053250e-12	3	true	GAMG	1.023740e-04	2.294560e-07	2	true	DILUPBiCGStab	2.659490e-04	9.411110e-12	3	true
281           	DILUPBiCGStab	3.094450e-05	3.196110e-12	3	1.013530e-04	1.472420e-11	3	false	DILUPBiCGStab	1.676240e-04	6.184710e-12	3	true	GAMG	1.098460e-04	3.160260e-07	2	true	DILUPBiCGStab	2.801920e-04	1.277520e-11	3	true
282           	DILUPBiCGStab	3.023960e-05	3.091050e-12	3	9.688360e-05	1.415590e-11	3	false	DILUPBiCGStab	1.536450e-04	5.963870e-12	3	true	GAMG	8.523740e-05	2.344840e-07	2	true	DILUPBiCGStab	2.521470e-04	9.490140e-12	3	true
283           	DILUPBiCGStab	2.804040e-05	3.242390e-12	3	9.279300e-05	1.416820e-11	3	false	DILUPBiCGStab	1.548710e-04	6.158090e-12	3	true	GAMG	8.029850e-05	2.346900e-07	2	true	DILUPBiCGStab	2.582210e-04	1.320040e-11	3	true
284           	DILUPBiCGStab	2.748120e-05	3.170370e-12	3	9.281810e-05	1.379670e-11	3	false	DILUPBiCGStab	1.492690e-04	5.831150e-12	3	true	GAMG	9.031250e-05	2.639550e-07	2	true	DILUPBiCGStab	2.626300e-04	9.425810e-12	3	true
285           	DILUPBiCGStab	2.830090e-05	2.872470e-12	3	9.692780e-05	1.368720e-11	3	false	DILUPBiCGStab	1.582690e-04	5.907000e-12	3	true	GAMG	1.016560e-04	2.478560e-07	2	true	DILUPBiCGStab	2.758840e-04	1.396620e-11	3	true
286           	DILUPBiCGStab	2.742300e-05	2.818140e-12	3	9.166640e-05	1.352100e-11	3	false	DILUPBiCGStab	1.506190e-04	5.617440e-12	3	true	GAMG	8.873560e-05	2.151740e-07	2	true	DILUPBiCGStab	2.451550e-04	9.565630e-12	3	true
287           	DILUPBiCGStab	2.560930e-05	3.030010e-12	3	8.973720e-05	1.306140e-11	3	false	DILUPBiCGStab	1.539810e-04	5.800570e-12	3	true	GAMG	8.965620e-05	2.256610e-07	2	true	DILUPBiCGStab	2.497090e-04	1.460590e-11	3	true
288           	DILUPBiCGStab	2.508230e-05	2.943140e-12	3	8.779530e-05	1.268560e-11	3	false	DILUPBiCGStab	1.415890e-04	5.604890e-12	3	true	GAMG	8.859210e-05	2.221990e-07	2	true	DILUPBiCGStab	2.573880e-04	9.528050e-12	3	true
289           	DILUPBiCGStab	2.546460e-05	2.664570e-12	3	9.099360e-05	1.277490e-11	3	false	DILUPBiCGStab	1.450230e-04	5.718940e-12	3	true	GAMG	9.274290e-05	2.344800e-07	2	true	DILUPBiCGStab	2.677530e-04	1.572330e-11	3	true
290           	DILUPBiCGStab	2.472730e-05	2.633830e-12	3	8.797830e-05	1.208750e-11	3	false	DILUPBiCGStab	1.409810e-04	5.361060e-12	3	true	GAMG	9.174040e-05	1.810970e-07	2	true	DILUPBiCGStab	2.453560e-04	9.651080e-12	3	true
291           	DILUPBiCGStab	2.340690e-05	2.766410e-12	3	8.456730e-05	1.149570e-11	3	false	DILUPBiCGStab	1.505740e-04	5.480220e-12	3	true	GAMG	8.390780e-05	2.162870e-07	2	true	DILUPBiCGStab	2.519840e-04	1.684140e-11	3	true
292           	DILUPBiCGStab	2.313870e-05	2.650240e-12	3	8.371790e-05	1.147470e-11	3	false	DILUPBiCGStab	1.466590e-04	5.199770e-12	3	true	GAMG	8.653400e-05	1.767950e-07	2	true	DILUPBiCGStab	2.560590e-04	9.598700e-12	3	true
293           	DILUPBiCGStab	2.368030e-05	2.442910e-12	3	8.739070e-05	1.183240e-11	3	false	DILUPBiCGStab	1.490970e-04	5.399680e-12	3	true	GAMG	9.740860e-05	2.426360e-07	2	true	DILUPBiCGStab	2.693150e-04	1.897680e-11	3	true
294           	DILUPBiCGStab	2.317590e-05	2.339110e-12	3	8.455160e-05	1.144420e-11	3	false	DILUPBiCGStab	1.381990e-04	5.078990e-12	3	true	GAMG	9.246100e-05	1.839760e-07	2	true	DILUPBiCGStab	2.428660e-04	9.708210e-12	3	true
295           	DILUPBiCGStab	2.128860e-05	2.514800e-12	3	8.155950e-05	1.113750e-11	3	false	DILUPBiCGStab	1.392460e-04	5.227920e-12	3	true	GAMG	8.682800e-05	2.322120e-07	2	true	DILUPBiCGStab	2.490580e-04	2.083730e-11	3	true
296           	DILUPBiCGStab	2.083750e-05	2.445800e-12	3	8.164000e-05	1.122430e-11	3	false	DILUPBiCGStab	1.349960e-04	4.790220e-12	3	true	GAMG	8.955480e-05	2.317800e-07	2	true	DILUPBiCGStab	2.542240e-04	9.635890e-12	3	true
297           	DILUPBiCGStab	2.184730e-05	2.215130e-12	3	8.561310e-05	1.108750e-11	3	false	DILUPBiCGStab	1.485580e-04	4.934310e-12	3	true	GAMG	9.558650e-05	2.217020e-07	2	true	DILUPBiCGStab	2.692250e-04	2.608080e-11	3	true
298           	DILUPBiCGStab	2.123350e-05	2.118460e-12	3	8.048660e-05	1.086700e-11	3	false	DILUPBiCGStab	1.439660e-04	4.526260e-12	3	true	GAMG	9.027480e-05	1.739700e-07	2	true	DILUPBiCGStab	2.382590e-04	9.737750e-12	3	true
299           	DILUPBiCGStab	1.953610e-05	2.201600e-12	3	7.913030e-05	1.065020e-11	3	false	DILUPBiCGStab	1.446610e-04	4.733130e-12	3	true	GAMG	9.257880e-05	2.441800e-07	2	true	DILUPBiCGStab	2.426150e-04	2.501520e-11	3	true
300           	DILUPBiCGStab	1.941970e-05	2.112640e-12	3	7.816240e-05	1.037420e-11	3	false	DILUPBiCGStab	1.344240e-04	4.404090e-12	3	true	GAMG	9.238490e-05	1.901650e-07	2	true	DILUPBiCGStab	2.495870e-04	9.622350e-12	3	true
301           	DILUPBiCGStab	1.971060e-05	1.966510e-12	3	8.007010e-05	1.058360e-11	3	false	DILUPBiCGStab	1.391320e-04	4.603520e-12	3	true	GAMG	9.292550e-05	2.111360e-07	2	true	DILUPBiCGStab	2.599320e-04	2.822190e-11	3	true
302           	DILUPBiCGStab	1.887760e-05	1.916650e-12	3	7.575650e-05	1.009540e-11	3	false	DILUPBiCGStab	1.331650e-04	4.133090e-12	3	true	GAMG	8.871040e-05	2.387720e-07	2	true	DILUPBiCGStab	2.417310e-04	9.640500e-12	3	true
303           	DILUPBiCGStab	1.815540e-05	1.915850e-12	3	7.309490e-05	9.588860e-12	3	false	DILUPBiCGStab	1.405190e-04	4.287930e-12	3	true	GAMG	8.418210e-05	1.786930e-07	2	true	DILUPBiCGStab	2.493840e-04	2.876130e-11	3	true
304           	DILUPBiCGStab	1.771180e-05	1.858320e-12	3	7.138600e-05	9.451430e-12	3	false	DILUPBiCGStab	1.333850e-04	3.870970e-12	3	true	GAMG	9.024020e-05	1.606830e-07	2	true	DILUPBiCGStab	2.485460e-04	9.563050e-12	3	true
305           	DILUPBiCGStab	1.813140e-05	1.777670e-12	3	7.410260e-05	9.680560e-12	3	false	DILUPBiCGStab	1.339630e-04	4.121980e-12	3	true	GAMG	9.441440e-05	2.168260e-07	2	true	DILUPBiCGStab	2.598590e-04	3.063480e-11	3	true
306           	DILUPBiCGStab	1.767150e-05	1.727120e-12	3	6.972280e-05	9.562180e-12	3	false	DILUPBiCGStab	1.227650e-04	3.725490e-12	3	true	GAMG	8.591600e-05	1.562400e-07	2	true	DILUPBiCGStab	2.404440e-04	9.576360e-12	3	true
307           	DILUPBiCGStab	1.639800e-05	1.819840e-12	3	6.692430e-05	9.497180e-12	3	false	DILUPBiCGStab	1.292880e-04	3.930510e-12	3	true	GAMG	8.451720e-05	1.664280e-07	2	true	DILUPBiCGStab	2.469950e-04	2.980870e-11	3	true
308           	DILUPBiCGStab	1.621240e-05	1.747330e-12	3	6.823280e-05	9.456930e-12	3	false	DILUPBiCGStab	1.300520e-04	3.431080e-12	3	true	GAMG	8.679010e-05	1.664670e-07	2	true	DILUPBiCGStab	2.472790e-04	9.521250e-12	3	true
309           	DILUPBiCGStab	1.686700e-05	1.730910e-12	3	6.965320e-05	9.738380e-12	3	false	DILUPBiCGStab	1.429680e-04	3.623730e-12	3	true	GAMG	9.294740e-05	2.155340e-07	2	true	DILUPBiCGStab	2.595030e-04	3.365510e-11	3	true
310           	DILUPBiCGStab	1.651890e-05	1.809660e-12	3	6.670060e-05	9.929380e-12	3	false	DILUPBiCGStab	1.382180e-04	3.239470e-12	3	true	GAMG	9.467660e-05	1.474890e-07	2	true	DILUPBiCGStab	2.379480e-04	9.577430e-12	3	true
311           	DILUPBiCGStab	1.538740e-05	1.667830e-12	3	6.455030e-05	9.616720e-12	3	false	DILUPBiCGStab	1.354760e-04	3.474350e-12	3	true	GAMG	9.065180e-05	2.583540e-07	2	true	DILUPBiCGStab	2.466900e-04	3.117110e-11	3	true
312           	DILUPBiCGStab	1.544980e-05	1.627150e-12	3	6.569090e-05	1.010250e-11	3	false	DILUPBiCGStab	1.232180e-04	3.169100e-12	3	true	GAMG	9.227920e-05	1.829520e-07	2	true	DILUPBiCGStab	2.501480e-04	9.489250e-12	3	true
313           	DILUPBiCGStab	1.597190e-05	2.423710e-12	3	6.863790e-05	1.055220e-11	3	false	DILUPBiCGStab	1.287610e-04	3.388870e-12	3	true	GAMG	9.754510e-05	2.685210e-07	2	true	DILUPBiCGStab	2.631820e-04	3.686900e-11	3	true
314           	DILUPBiCGStab	1.534560e-05	2.856690e-12	3	6.404180e-05	1.014110e-11	3	false	DILUPBiCGStab	1.241770e-04	3.056550e-12	3	true	GAMG	9.275460e-05	1.930090e-07	2	true	DILUPBiCGStab	2.328640e-04	9.605330e-12	3	true
315           	DILUPBiCGStab	1.396710e-05	1.597930e-12	3	6.180880e-05	9.843370e-12	3	false	DILUPBiCGStab	1.357260e-04	3.231900e-12	3	true	GAMG	8.888040e-05	1.824770e-07	2	true	DILUPBiCGStab	2.389030e-04	3.388820e-11	3	true
316           	DILUPBiCGStab	1.392760e-05	1.546310e-12	3	6.067930e-05	9.607550e-12	3	false	DILUPBiCGStab	1.357130e-04	3.043680e-12	3	true	GAMG	9.058590e-05	1.309670e-07	2	true	DILUPBiCGStab	2.481370e-04	9.535070e-12	3	true
317           	DILUPBiCGStab	1.520810e-05	4.575850e-12	3	6.575510e-05	9.197450e-12	3	false	DILUPBiCGStab	1.392300e-04	3.189870e-12	3	true	GAMG	9.699640e-05	2.094840e-07	2	true	DILUPBiCGStab	2.631810e-04	4.208960e-11	3	true
318           	DILUPBiCGStab	1.499760e-05	5.470530e-12	3	6.181620e-05	9.252920e-12	3	false	DILUPBiCGStab	1.254700e-04	3.140750e-12	3	true	GAMG	8.621490e-05	2.455180e-07	2	true	DILUPBiCGStab	2.353300e-04	9.618330e-12	3	true
319           	DILUPBiCGStab	1.323850e-05	1.430520e-12	3	5.911140e-05	9.056720e-12	3	false	DILUPBiCGStab	1.256170e-04	3.277810e-12	3	true	GAMG	8.311580e-05	2.194220e-07	2	true	DILUPBiCGStab	2.415460e-04	3.597020e-11	3	true
320           	DILUPBiCGStab	1.302750e-05	1.440300e-12	3	5.879790e-05	8.536840e-12	3	false	DILUPBiCGStab	1.194430e-04	3.208820e-12	3	true	GAMG	9.026250e-05	1.743750e-07	2	true	DILUPBiCGStab	2.472090e-04	9.555200e-12	3	true
321           	DILUPBiCGStab	1.417930e-05	1.178250e-11	3	6.324720e-05	8.160820e-12	3	false	DILUPBiCGStab	1.282990e-04	3.209010e-12	3	true	GAMG	1.003580e-04	1.808700e-07	2	true	DILUPBiCGStab	2.606390e-04	4.719530e-11	3	true
322           	DILUPBiCGStab	1.371350e-05	6.289640e-12	3	5.802820e-05	8.117860e-12	3	false	DILUPBiCGStab	1.229600e-04	3.208360e-12	3	true	GAMG	8.484210e-05	1.887620e-07	2	true	DILUPBiCGStab	2.312500e-04	9.645130e-12	3	true
323           	DILUPBiCGStab	1.238740e-05	1.470970e-12	3	5.642180e-05	7.827630e-12	3	false	DILUPBiCGStab	1.290050e-04	3.229590e-12	3	true	GAMG	8.371710e-05	2.001320e-07	2	true	DILUPBiCGStab	2.372480e-04	3.813520e-11	3	true
324           	DILUPBiCGStab	1.242030e-05	1.410690e-12	3	5.533680e-05	7.565550e-12	3	false	DILUPBiCGStab	1.195010e-04	3.277850e-12	3	true	GAMG	8.770500e-05	1.208580e-07	2	true	DILUPBiCGStab	2.452500e-04	9.545400e-12	3	true
325           	DILUPBiCGStab	1.334630e-05	2.703250e-10	3	5.935410e-05	7.332740e-12	3	false	DILUPBiCGStab	1.263170e-04	3.243190e-12	3	true	GAMG	9.366070e-05	1.797910e-07	2	true	DILUPBiCGStab	2.574450e-04	4.607240e-11	3	true
326           	DILUPBiCGStab	1.301460e-05	5.254750e-12	3	5.614800e-05	7.295570e-12	3	false	DILUPBiCGStab	1.228090e-04	3.186740e-12	3	true	GAMG	8.428840e-05	1.435270e-07	2	true	DILUPBiCGStab	2.312160e-04	9.600590e-12	3	true
327           	DILUPBiCGStab	1.178030e-05	1.376750e-12	3	5.360360e-05	7.151180e-12	3	false	DILUPBiCGStab	1.298630e-04	3.139830e-12	3	true	GAMG	8.051960e-05	1.618030e-07	2	true	DILUPBiCGStab	2.385310e-04	3.846130e-11	3	true
328           	DILUPBiCGStab	1.188490e-05	1.305710e-12	3	5.290140e-05	6.962150e-12	3	false	DILUPBiCGStab	1.243750e-04	3.121810e-12	3	true	GAMG	8.892050e-05	1.061980e-07	2	true	DILUPBiCGStab	2.464820e-04	9.455850e-12	3	true
329           	DILUPBiCGStab	1.310270e-05	3.733430e-12	3	5.867630e-05	6.922060e-12	3	false	DILUPBiCGStab	1.258670e-04	3.195990e-12	3	true	GAMG	1.015990e-04	1.978530e-07	2	true	DILUPBiCGStab	2.623340e-04	4.498650e-11	3	true
330           	DILUPBiCGStab	1.292530e-05	3.195480e-12	3	5.548970e-05	6.801890e-12	3	false	DILUPBiCGStab	1.147870e-04	3.067680e-12	3	true	GAMG	8.513170e-05	2.182090e-07	2	true	DILUPBiCGStab	2.296620e-04	9.488420e-12	3	true
331           	DILUPBiCGStab	1.106890e-05	1.262580e-12	3	5.316810e-05	6.639780e-12	3	false	DILUPBiCGStab	1.195310e-04	3.175520e-12	3	true	GAMG	8.274240e-05	2.581920e-07	2	true	DILUPBiCGStab	2.325220e-04	3.393550e-11	3	true
332           	DILUPBiCGStab	1.098960e-05	1.254760e-12	3	5.339940e-05	6.508700e-12	3	false	DILUPBiCGStab	1.187530e-04	2.936200e-12	3	true	GAMG	9.321970e-05	1.364760e-07	2	true	DILUPBiCGStab	2.394090e-04	9.392700e-12	3	true
333           	DILUPBiCGStab	1.212460e-05	5.801250e-12	3	5.734300e-05	6.230260e-12	3	false	DILUPBiCGStab	1.333370e-04	3.095360e-12	3	true	GAMG	9.154300e-05	1.802740e-07	2	true	DILUPBiCGStab	2.508130e-04	4.037890e-11	3	true
334           	DILUPBiCGStab	1.184500e-05	1.037400e-12	3	5.357770e-05	6.323060e-12	3	false	DILUPBiCGStab	1.301800e-04	2.871040e-12	3	true	GAMG	8.772570e-05	1.856040e-07	2	true	DILUPBiCGStab	2.343850e-04	9.386630e-12	3	true
335           	DILUPBiCGStab	1.131160e-05	1.103990e-12	3	5.257910e-05	6.047420e-12	3	false	DILUPBiCGStab	1.291940e-04	3.068740e-12	3	true	GAMG	8.549010e-05	1.644410e-07	2	true	DILUPBiCGStab	2.438980e-04	3.699040e-11	3	true
336           	DILUPBiCGStab	1.149770e-05	1.070680e-12	3	5.373300e-05	6.054070e-12	3	false	DILUPBiCGStab	1.161370e-04	2.924860e-12	3	true	GAMG	8.982230e-05	2.142540e-07	2	true	DILUPBiCGStab	2.433540e-04	9.297420e-12	3	true
337           	DILUPBiCGStab	1.177590e-05	6.154510e-12	3	5.580660e-05	6.248800e-12	3	false	DILUPBiCGStab	1.196880e-04	3.081370e-12	3	true	GAMG	9.578160e-05	2.169940e-07	2	true	DILUPBiCGStab	2.543210e-04	4.023000e-11	3	true
338           	DILUPBiCGStab	1.135790e-05	3.035810e-11	3	5.357980e-05	5.935430e-12	3	false	DILUPBiCGStab	1.144600e-04	2.915650e-12	3	true	GAMG	8.353150e-05	1.741350e-07	2	true	DILUPBiCGStab	2.311550e-04	9.351990e-12	3	true
339           	DILUPBiCGStab	1.051690e-05	1.051440e-12	3	5.111230e-05	5.642560e-12	3	false	DILUPBiCGStab	1.249570e-04	2.950310e-12	3	true	GAMG	7.667450e-05	1.752560e-07	2	true	DILUPBiCGStab	2.387530e-04	3.826600e-11	3	true
340           	DILUPBiCGStab	1.053470e-05	1.086620e-12	3	5.168620e-05	5.598900e-12	3	false	DILUPBiCGStab	1.230660e-04	2.927250e-12	3	true	GAMG	9.545540e-05	1.525810e-07	2	true	DILUPBiCGStab	2.427910e-04	9.285250e-12	3	true
341           	DILUPBiCGStab	1.170560e-05	1.683730e-12	3	5.661240e-05	5.634450e-12	3	false	DILUPBiCGStab	1.272740e-04	2.963320e-12	3	true	GAMG	1.002800e-04	1.773560e-07	2	true	DILUPBiCGStab	2.570660e-04	4.449680e-11	3	true
342           	DILUPBiCGStab	1.148200e-05	1.216680e-12	3	5.180170e-05	5.476630e-12	3	false	DILUPBiCGStab	1.150740e-04	2.994950e-12	3	true	GAMG	7.848040e-05	1.839460e-07	2	true	DILUPBiCGStab	2.306250e-04	9.348500e-12	3	true
343           	DILUPBiCGStab	9.984570e-06	9.148240e-13	3	4.944200e-05	5.399530e-12	3	false	DILUPBiCGStab	1.165200e-04	2.935740e-12	3	true	GAMG	7.638530e-05	1.870990e-07	2	true	DILUPBiCGStab	2.368850e-04	3.707370e-11	3	true
344           	DILUPBiCGStab	1.004640e-05	8.673370e-13	3	5.150890e-05	5.264020e-12	3	false	DILUPBiCGStab	1.150310e-04	2.902890e-12	3	true	GAMG	8.672790e-05	1.200580e-07	2	true	DILUPBiCGStab	2.427540e-04	9.277800e-12	3	true
345           	DILUPBiCGStab	1.143330e-05	1.024010e-12	3	5.631970e-05	5.397520e-12	3	false	DILUPBiCGStab	1.287310e-04	2.836260e-12	3	true	GAMG	9.709340e-05	2.190780e-07	2	true	DILUPBiCGStab	2.581790e-04	4.535850e-11	3	true
346           	DILUPBiCGStab	1.122770e-05	9.519510e-13	3	5.266390e-05	5.390370e-12	3	false	DILUPBiCGStab	1.237880e-04	2.822270e-12	3	true	GAMG	9.033960e-05	2.132090e-07	2	true	DILUPBiCGStab	2.275350e-04	9.354580e-12	3	true
347           	DILUPBiCGStab	9.857860e-06	8.976360e-13	3	5.197880e-05	5.242580e-12	3	false	DILUPBiCGStab	1.233230e-04	2.847860e-12	3	true	GAMG	9.294470e-05	2.425640e-07	2	true	DILUPBiCGStab	2.323130e-04	3.292970e-11	3	true
348           	DILUPBiCGStab	1.007520e-05	9.230520e-13	3	5.250980e-05	5.280140e-12	3	false	DILUPBiCGStab	1.136960e-04	2.773820e-12	3	true	GAMG	9.488600e-05	2.242360e-07	2	true	DILUPBiCGStab	2.393150e-04	9.272400e-12	3	true
349           	DILUPBiCGStab	1.072010e-05	1.018810e-12	3	5.596040e-05	5.318510e-12	3	false	DILUPBiCGStab	1.202680e-04	2.850300e-12	3	true	GAMG	9.267050e-05	2.324180e-07	2	true	DILUPBiCGStab	2.497280e-04	3.730590e-11	3	true
350           	DILUPBiCGStab	1.029130e-05	2.204210e-12	3	5.255380e-05	5.362610e-12	3	false	DILUPBiCGStab	1.163100e-04	2.590280e-12	3	true	GAMG	8.973340e-05	1.962600e-07	2	true	DILUPBiCGStab	2.316010e-04	9.300060e-12	3	true
351           	DILUPBiCGStab	9.922360e-06	8.539080e-13	3	5.070550e-05	5.000640e-12	3	false	DILUPBiCGStab	1.276140e-04	2.713420e-12	3	true	GAMG	8.545580e-05	1.726630e-07	2	true	DILUPBiCGStab	2.398360e-04	3.532320e-11	3	true
352           	DILUPBiCGStab	9.908950e-06	8.753760e-13	3	5.061930e-05	5.046850e-12	3	false	DILUPBiCGStab	1.274210e-04	2.454250e-12	3	true	GAMG	9.122770e-05	1.370800e-07	2	true	DILUPBiCGStab	2.397220e-04	9.232740e-12	3	true
353           	DILUPBiCGStab	1.066600e-05	9.064800e-13	3	5.379610e-05	5.070920e-12	3	false	DILUPBiCGStab	1.293810e-04	2.658350e-12	3	true	GAMG	9.573000e-05	1.855880e-07	2	true	DILUPBiCGStab	2.524900e-04	3.636720e-11	3	true
354           	DILUPBiCGStab	1.072040e-05	9.124590e-13	3	5.282230e-05	5.085820e-12	3	false	DILUPBiCGStab	1.157320e-04	2.396430e-12	3	true	GAMG	8.984400e-05	2.548040e-07	2	true	DILUPBiCGStab	2.332750e-04	9.243500e-12	3	true
355           	DILUPBiCGStab	9.622620e-06	8.297760e-13	3	5.062760e-05	5.360920e-12	3	false	DILUPBiCGStab	1.179230e-04	2.716850e-12	3	true	GAMG	8.539550e-05	2.180300e-07	2	true	DILUPBiCGStab	2.407270e-04	3.323920e-11	3	true
