# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	U_converged   	k_solver      	k_initial     	k_final       	k_iters       	k_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   	epsilon_solver	epsilon_initial	epsilon_final 	epsilon_iters 	epsilon_converged
516           	DILUPBiCGStab	8.728800e-06	5.368910e-13	3	4.859140e-05	3.952540e-12	3	false	DILUPBiCGStab	1.124480e-04	2.344600e-12	3	true	GAMG	8.631270e-05	2.097360e-07	2	true	DILUPBiCGStab	2.407230e-04	9.166560e-12	3	true
517           	DILUPBiCGStab	9.268190e-06	6.269190e-13	3	5.183640e-05	4.279340e-12	3	false	DILUPBiCGStab	1.178270e-04	2.466580e-12	3	true	GAMG	9.243110e-05	2.450390e-07	2	true	DILUPBiCGStab	2.525700e-04	3.648850e-11	3	true
518           	DILUPBiCGStab	8.950040e-06	3.551910e-13	3	4.916060e-05	4.090340e-12	3	false	DILUPBiCGStab	1.127640e-04	2.308130e-12	3	true	GAMG	8.992670e-05	2.192850e-07	2	true	DILUPBiCGStab	2.272490e-04	9.262210e-12	3	true
519           	DILUPBiCGStab	8.108890e-06	1.704000e-12	3	4.735410e-05	4.080080e-12	3	false	DILUPBiCGStab	1.213450e-04	2.334630e-12	3	true	GAMG	8.382670e-05	2.026070e-07	2	true	DILUPBiCGStab	2.346360e-04	3.340880e-11	3	true
520           	DILUPBiCGStab	8.170590e-06	4.710190e-13	3	4.769340e-05	4.047630e-12	3	false	DILUPBiCGStab	1.182340e-04	2.291560e-12	3	true	GAMG	8.757650e-05	1.566540e-07	2	true	DILUPBiCGStab	2.404950e-04	9.186060e-12	3	true
521           	DILUPBiCGStab	9.513310e-06	3.757840e-13	3	5.280030e-05	4.183590e-12	3	false	DILUPBiCGStab	1.200850e-04	2.298260e-12	3	true	GAMG	9.463710e-05	1.825950e-07	2	true	DILUPBiCGStab	2.564890e-04	3.839180e-11	3	true
522           	DILUPBiCGStab	9.403940e-06	4.981030e-13	3	4.896930e-05	4.021680e-12	3	false	DILUPBiCGStab	1.087960e-04	2.320060e-12	3	true	GAMG	8.308160e-05	2.470080e-07	2	true	DILUPBiCGStab	2.272510e-04	9.260710e-12	3	true
523           	DILUPBiCGStab	7.818410e-06	3.997570e-12	3	4.720860e-05	4.081890e-12	3	false	DILUPBiCGStab	1.134990e-04	2.343340e-12	3	true	GAMG	8.424090e-05	1.925740e-07	2	true	DILUPBiCGStab	2.325600e-04	3.149420e-11	3	true
524           	DILUPBiCGStab	7.991970e-06	6.238470e-13	3	4.877090e-05	4.015330e-12	3	false	DILUPBiCGStab	1.121070e-04	2.261590e-12	3	true	GAMG	8.742730e-05	1.485990e-07	2	true	DILUPBiCGStab	2.394400e-04	9.186180e-12	3	true
525           	DILUPBiCGStab	9.356390e-06	4.508290e-13	3	5.249910e-05	4.083300e-12	3	false	DILUPBiCGStab	1.257070e-04	2.293950e-12	3	true	GAMG	9.487490e-05	2.132250e-07	2	true	DILUPBiCGStab	2.524140e-04	3.733800e-11	3	true
526           	DILUPBiCGStab	9.179920e-06	6.886570e-13	3	4.812730e-05	4.133480e-12	3	false	DILUPBiCGStab	1.225220e-04	2.214550e-12	3	true	GAMG	8.798540e-05	2.007950e-07	2	true	DILUPBiCGStab	2.272000e-04	9.237810e-12	3	true
527           	DILUPBiCGStab	8.182180e-06	4.032850e-13	3	4.714230e-05	4.239790e-12	3	false	DILUPBiCGStab	1.207030e-04	2.345830e-12	3	true	GAMG	8.535110e-05	2.181590e-07	2	true	DILUPBiCGStab	2.360090e-04	3.127300e-11	3	true
528           	DILUPBiCGStab	8.449200e-06	8.295100e-13	3	4.835880e-05	4.287390e-12	3	false	DILUPBiCGStab	1.081240e-04	2.233390e-12	3	true	GAMG	8.899940e-05	1.751990e-07	2	true	DILUPBiCGStab	2.428850e-04	9.140260e-12	3	true
529           	DILUPBiCGStab	9.450320e-06	4.390610e-13	3	5.312220e-05	4.543350e-12	3	false	DILUPBiCGStab	1.144270e-04	2.402210e-12	3	true	GAMG	9.690890e-05	2.326330e-07	2	true	DILUPBiCGStab	2.567980e-04	3.657700e-11	3	true
530           	DILUPBiCGStab	9.171250e-06	7.165720e-13	3	5.009910e-05	4.639840e-12	3	false	DILUPBiCGStab	1.107060e-04	2.162550e-12	3	true	GAMG	8.759060e-05	1.702970e-07	2	true	DILUPBiCGStab	2.241080e-04	9.241990e-12	3	true
531           	DILUPBiCGStab	7.872440e-06	3.953100e-13	3	4.830700e-05	4.344750e-12	3	false	DILUPBiCGStab	1.228260e-04	2.340270e-12	3	true	GAMG	8.656110e-05	1.975280e-07	2	true	DILUPBiCGStab	2.280410e-04	3.100030e-11	3	true
532           	DILUPBiCGStab	8.040530e-06	4.441690e-13	3	4.739520e-05	4.577900e-12	3	false	DILUPBiCGStab	1.223700e-04	2.158920e-12	3	true	GAMG	8.979450e-05	1.726140e-07	2	true	DILUPBiCGStab	2.376630e-04	9.181730e-12	3	true
533           	DILUPBiCGStab	9.340570e-06	4.686460e-13	3	5.220810e-05	4.740880e-12	3	false	DILUPBiCGStab	1.261370e-04	2.333950e-12	3	true	GAMG	9.356270e-05	1.742950e-07	2	true	DILUPBiCGStab	2.513630e-04	3.606920e-11	3	true
534           	DILUPBiCGStab	9.369350e-06	4.714760e-13	3	4.976190e-05	4.648540e-12	3	false	DILUPBiCGStab	1.131610e-04	2.213930e-12	3	true	GAMG	9.057160e-05	2.343090e-07	2	true	DILUPBiCGStab	2.310220e-04	9.241490e-12	3	true
535           	DILUPBiCGStab	8.349560e-06	6.496250e-13	3	4.711570e-05	4.547030e-12	3	false	DILUPBiCGStab	1.135190e-04	2.355670e-12	3	true	GAMG	8.243910e-05	2.138540e-07	2	true	DILUPBiCGStab	2.386530e-04	3.305150e-11	3	true
536           	DILUPBiCGStab	8.279680e-06	4.312540e-13	3	4.844940e-05	4.452730e-12	3	false	DILUPBiCGStab	1.082810e-04	2.230830e-12	3	true	GAMG	8.502810e-05	1.609560e-07	2	true	DILUPBiCGStab	2.386320e-04	9.221220e-12	3	true
537           	DILUPBiCGStab	9.205290e-06	4.965320e-13	3	5.161840e-05	4.907810e-12	3	false	DILUPBiCGStab	1.204680e-04	2.271350e-12	3	true	GAMG	9.111430e-05	1.819710e-07	2	true	DILUPBiCGStab	2.506450e-04	3.825370e-11	3	true
538           	DILUPBiCGStab	9.032850e-06	5.006110e-13	3	4.823370e-05	5.070950e-12	3	false	DILUPBiCGStab	1.164560e-04	2.257930e-12	3	true	GAMG	8.578310e-05	2.061610e-07	2	true	DILUPBiCGStab	2.276410e-04	9.295620e-12	3	true
539           	DILUPBiCGStab	8.145880e-06	1.059450e-12	3	4.695980e-05	5.018870e-12	3	false	DILUPBiCGStab	1.188810e-04	2.325770e-12	3	true	GAMG	8.177390e-05	1.710870e-07	2	true	DILUPBiCGStab	2.364390e-04	3.358950e-11	3	true
540           	DILUPBiCGStab	8.368720e-06	5.690870e-13	3	4.678770e-05	4.917190e-12	3	false	DILUPBiCGStab	1.092870e-04	2.363600e-12	3	true	GAMG	8.355120e-05	1.501490e-07	2	true	DILUPBiCGStab	2.416220e-04	9.207070e-12	3	true
541           	DILUPBiCGStab	9.377870e-06	5.055780e-13	3	5.116970e-05	5.040330e-12	3	false	DILUPBiCGStab	1.156410e-04	2.384630e-12	3	true	GAMG	9.428790e-05	1.995640e-07	2	true	DILUPBiCGStab	2.553280e-04	3.847670e-11	3	true
542           	DILUPBiCGStab	9.198880e-06	6.998750e-13	3	4.965320e-05	4.852360e-12	3	false	DILUPBiCGStab	1.138180e-04	2.307950e-12	3	true	GAMG	8.945570e-05	1.487720e-07	2	true	DILUPBiCGStab	2.240290e-04	9.297080e-12	3	true
543           	DILUPBiCGStab	7.927280e-06	7.929420e-13	3	4.772790e-05	4.905720e-12	3	false	DILUPBiCGStab	1.235920e-04	2.394560e-12	3	true	GAMG	8.499330e-05	2.225440e-07	2	true	DILUPBiCGStab	2.290770e-04	3.171820e-11	3	true
544           	DILUPBiCGStab	8.084130e-06	5.241360e-13	3	4.779670e-05	4.722630e-12	3	false	DILUPBiCGStab	1.190080e-04	2.311500e-12	3	true	GAMG	8.981020e-05	1.805250e-07	2	true	DILUPBiCGStab	2.387580e-04	9.181330e-12	3	true
545           	DILUPBiCGStab	9.315440e-06	4.616500e-13	3	5.241580e-05	4.811600e-12	3	false	DILUPBiCGStab	1.205740e-04	2.499130e-12	3	true	GAMG	9.829790e-05	1.849910e-07	2	true	DILUPBiCGStab	2.528550e-04	3.545040e-11	3	true
546           	DILUPBiCGStab	9.309110e-06	7.178790e-13	3	4.947550e-05	4.876810e-12	3	false	DILUPBiCGStab	1.091670e-04	2.330150e-12	3	true	GAMG	9.296880e-05	2.739120e-07	2	true	DILUPBiCGStab	2.292750e-04	9.205700e-12	3	true
547           	DILUPBiCGStab	8.109400e-06	1.287270e-12	3	4.674290e-05	4.663360e-12	3	false	DILUPBiCGStab	1.140520e-04	2.599160e-12	3	true	GAMG	8.456290e-05	2.492270e-07	2	true	DILUPBiCGStab	2.365150e-04	3.092890e-11	3	true
548           	DILUPBiCGStab	8.082020e-06	4.921250e-13	3	4.802410e-05	4.761630e-12	3	false	DILUPBiCGStab	1.114640e-04	2.272670e-12	3	true	GAMG	8.585360e-05	1.718310e-07	2	true	DILUPBiCGStab	2.396600e-04	9.114090e-12	3	true
549           	DILUPBiCGStab	9.390020e-06	4.341290e-13	3	5.211140e-05	4.868280e-12	3	false	DILUPBiCGStab	1.259740e-04	2.564860e-12	3	true	GAMG	9.208980e-05	1.796420e-07	2	true	DILUPBiCGStab	2.533880e-04	3.577780e-11	3	true
550           	DILUPBiCGStab	9.208010e-06	6.066420e-13	3	4.876580e-05	4.809350e-12	3	false	DILUPBiCGStab	1.249250e-04	2.239780e-12	3	true	GAMG	8.740080e-05	2.210370e-07	2	true	DILUPBiCGStab	2.259710e-04	9.163120e-12	3	true
551           	DILUPBiCGStab	8.120890e-06	3.438620e-12	3	4.797820e-05	4.785230e-12	3	false	DILUPBiCGStab	1.245330e-04	2.541100e-12	3	true	GAMG	8.786710e-05	1.719260e-07	2	true	DILUPBiCGStab	2.338430e-04	3.086700e-11	3	true
552           	DILUPBiCGStab	8.455630e-06	8.375970e-13	3	4.873650e-05	5.094830e-12	3	false	DILUPBiCGStab	1.109260e-04	2.304690e-12	3	true	GAMG	8.856790e-05	2.089520e-07	2	true	DILUPBiCGStab	2.421820e-04	9.071730e-12	3	true
553           	DILUPBiCGStab	9.398580e-06	9.051070e-13	3	5.239000e-05	5.034190e-12	3	false	DILUPBiCGStab	1.142470e-04	2.568650e-12	3	true	GAMG	9.795360e-05	2.034750e-07	2	true	DILUPBiCGStab	2.560300e-04	3.663890e-11	3	true
554           	DILUPBiCGStab	9.040730e-06	5.270840e-13	3	4.878360e-05	4.697310e-12	3	false	DILUPBiCGStab	1.081090e-04	2.329090e-12	3	true	GAMG	8.371950e-05	1.778300e-07	2	true	DILUPBiCGStab	2.259710e-04	9.181270e-12	3	true
555           	DILUPBiCGStab	7.824150e-06	6.617480e-13	3	4.661490e-05	4.585370e-12	3	false	DILUPBiCGStab	1.184060e-04	2.455280e-12	3	true	GAMG	7.993080e-05	2.018940e-07	2	true	DILUPBiCGStab	2.317690e-04	3.272570e-11	3	true
556           	DILUPBiCGStab	7.967800e-06	1.172790e-12	3	4.674460e-05	4.523480e-12	3	false	DILUPBiCGStab	1.150220e-04	2.419710e-12	3	true	GAMG	9.039230e-05	1.291270e-07	2	true	DILUPBiCGStab	2.399970e-04	9.137220e-12	3	true
557           	DILUPBiCGStab	9.485770e-06	1.171460e-12	3	5.235920e-05	4.574780e-12	3	false	DILUPBiCGStab	1.230430e-04	2.439600e-12	3	true	GAMG	9.770220e-05	1.545700e-07	2	true	DILUPBiCGStab	2.546670e-04	4.000870e-11	3	true
558           	DILUPBiCGStab	9.255180e-06	7.778080e-13	3	4.712540e-05	4.379370e-12	3	false	DILUPBiCGStab	1.117960e-04	2.539810e-12	3	true	GAMG	7.926560e-05	1.932390e-07	2	true	DILUPBiCGStab	2.259670e-04	9.253680e-12	3	true
559           	DILUPBiCGStab	7.774880e-06	5.832670e-13	3	4.553290e-05	4.269750e-12	3	false	DILUPBiCGStab	1.129820e-04	2.441870e-12	3	true	GAMG	7.945410e-05	1.780680e-07	2	true	DILUPBiCGStab	2.313840e-04	3.356340e-11	3	true
560           	DILUPBiCGStab	7.933330e-06	3.765800e-12	3	4.669860e-05	4.182060e-12	3	false	DILUPBiCGStab	1.083000e-04	2.547380e-12	3	true	GAMG	8.985260e-05	1.419850e-07	2	true	DILUPBiCGStab	2.389900e-04	9.218020e-12	3	true
561           	DILUPBiCGStab	9.227090e-06	1.239210e-12	3	5.138810e-05	4.644890e-12	3	false	DILUPBiCGStab	1.192060e-04	2.356970e-12	3	true	GAMG	9.747600e-05	2.212340e-07	2	true	DILUPBiCGStab	2.522730e-04	4.059480e-11	3	true
562           	DILUPBiCGStab	9.114110e-06	9.089470e-13	3	4.701930e-05	4.343350e-12	3	false	DILUPBiCGStab	1.173540e-04	2.546040e-12	3	true	GAMG	8.464490e-05	1.882830e-07	2	true	DILUPBiCGStab	2.266960e-04	9.288420e-12	3	true
563           	DILUPBiCGStab	7.996180e-06	4.131060e-13	3	4.580450e-05	4.410840e-12	3	false	DILUPBiCGStab	1.204980e-04	2.440470e-12	3	true	GAMG	8.144770e-05	1.868410e-07	2	true	DILUPBiCGStab	2.352680e-04	3.329850e-11	3	true
564           	DILUPBiCGStab	8.426050e-06	5.280950e-12	3	4.825290e-05	4.436090e-12	3	false	DILUPBiCGStab	1.111680e-04	2.556210e-12	3	true	GAMG	9.461370e-05	1.994700e-07	2	true	DILUPBiCGStab	2.423040e-04	9.187170e-12	3	true
565           	DILUPBiCGStab	9.517330e-06	8.352470e-13	3	5.292800e-05	4.498060e-12	3	false	DILUPBiCGStab	1.177950e-04	2.496500e-12	3	true	GAMG	1.022010e-04	2.453690e-07	2	true	DILUPBiCGStab	2.564000e-04	3.876450e-11	3	true
566           	DILUPBiCGStab	9.174430e-06	4.175160e-13	3	4.898960e-05	4.368930e-12	3	false	DILUPBiCGStab	1.130040e-04	2.438580e-12	3	true	GAMG	8.288600e-05	2.062160e-07	2	true	DILUPBiCGStab	2.238260e-04	9.260180e-12	3	true
567           	DILUPBiCGStab	7.920840e-06	5.161250e-13	3	4.751760e-05	4.492750e-12	3	false	DILUPBiCGStab	1.223650e-04	2.461650e-12	3	true	GAMG	8.026910e-05	1.983810e-07	2	true	DILUPBiCGStab	2.279080e-04	3.161220e-11	3	true
568           	DILUPBiCGStab	8.001290e-06	1.781450e-12	3	4.706660e-05	4.405990e-12	3	false	DILUPBiCGStab	1.199520e-04	2.354710e-12	3	true	GAMG	9.479550e-05	1.599470e-07	2	true	DILUPBiCGStab	2.370870e-04	9.146100e-12	3	true
569           	DILUPBiCGStab	9.293440e-06	2.065960e-12	3	5.236980e-05	4.568850e-12	3	false	DILUPBiCGStab	1.236800e-04	2.482870e-12	3	true	GAMG	9.854790e-05	1.818500e-07	2	true	DILUPBiCGStab	2.512960e-04	3.548210e-11	3	true
570           	DILUPBiCGStab	9.268840e-06	5.582330e-13	3	4.944140e-05	4.564300e-12	3	false	DILUPBiCGStab	1.109710e-04	2.339750e-12	3	true	GAMG	8.277440e-05	2.449090e-07	2	true	DILUPBiCGStab	2.309580e-04	9.154550e-12	3	true
571           	DILUPBiCGStab	8.181190e-06	7.314570e-13	3	4.669980e-05	4.481070e-12	3	false	DILUPBiCGStab	1.145210e-04	2.568990e-12	3	true	GAMG	7.676820e-05	1.921920e-07	2	true	DILUPBiCGStab	2.385410e-04	3.170860e-11	3	true
572           	DILUPBiCGStab	8.205310e-06	8.892960e-13	3	4.820700e-05	4.326640e-12	3	false	DILUPBiCGStab	1.113150e-04	2.306810e-12	3	true	GAMG	9.135630e-05	1.879380e-07	2	true	DILUPBiCGStab	2.390250e-04	9.085100e-12	3	true
573           	DILUPBiCGStab	9.278460e-06	2.091270e-11	3	5.193550e-05	4.649650e-12	3	false	DILUPBiCGStab	1.224910e-04	2.541660e-12	3	true	GAMG	9.937790e-05	2.033030e-07	2	true	DILUPBiCGStab	2.513520e-04	3.578830e-11	3	true
574           	DILUPBiCGStab	9.067640e-06	4.744620e-13	3	4.849000e-05	4.609870e-12	3	false	DILUPBiCGStab	1.163290e-04	2.265740e-12	3	true	GAMG	8.112180e-05	1.775330e-07	2	true	DILUPBiCGStab	2.270750e-04	9.130150e-12	3	true
575           	DILUPBiCGStab	8.132050e-06	4.471620e-13	3	4.708530e-05	4.524220e-12	3	false	DILUPBiCGStab	1.179270e-04	2.630280e-12	3	true	GAMG	7.519080e-05	1.576100e-07	2	true	DILUPBiCGStab	2.352820e-04	3.191980e-11	3	true
576           	DILUPBiCGStab	8.223860e-06	2.626990e-12	3	4.712330e-05	4.448520e-12	3	false	DILUPBiCGStab	1.065880e-04	2.321320e-12	3	true	GAMG	8.448850e-05	1.261230e-07	2	true	DILUPBiCGStab	2.410820e-04	9.043600e-12	3	true
577           	DILUPBiCGStab	9.308630e-06	6.138580e-13	3	5.131900e-05	4.518060e-12	3	false	DILUPBiCGStab	1.125000e-04	2.673900e-12	3	true	GAMG	9.656610e-05	1.642010e-07	2	true	DILUPBiCGStab	2.550460e-04	3.702270e-11	3	true
578           	DILUPBiCGStab	9.126760e-06	1.732730e-12	3	4.944870e-05	4.432660e-12	3	false	DILUPBiCGStab	1.111110e-04	2.246410e-12	3	true	GAMG	8.417560e-05	1.807830e-07	2	true	DILUPBiCGStab	2.232710e-04	9.154640e-12	3	true
579           	DILUPBiCGStab	7.814980e-06	8.312440e-13	3	4.735220e-05	4.481150e-12	3	false	DILUPBiCGStab	1.235070e-04	2.649450e-12	3	true	GAMG	8.407300e-05	2.013740e-07	2	true	DILUPBiCGStab	2.277240e-04	3.093220e-11	3	true
580           	DILUPBiCGStab	8.088950e-06	2.144480e-12	3	4.748340e-05	4.507830e-12	3	false	DILUPBiCGStab	1.215910e-04	2.266930e-12	3	true	GAMG	9.248650e-05	1.865120e-07	2	true	DILUPBiCGStab	2.377640e-04	9.087500e-12	3	true
581           	DILUPBiCGStab	9.307890e-06	4.948370e-13	3	5.231020e-05	4.426220e-12	3	false	DILUPBiCGStab	1.250220e-04	2.710980e-12	3	true	GAMG	9.941880e-05	1.815430e-07	2	true	DILUPBiCGStab	2.512190e-04	3.501220e-11	3	true
582           	DILUPBiCGStab	9.350430e-06	1.102300e-12	3	4.991430e-05	4.804970e-12	3	false	DILUPBiCGStab	1.136570e-04	2.335510e-12	3	true	GAMG	9.037430e-05	2.345510e-07	2	true	DILUPBiCGStab	2.303120e-04	9.153630e-12	3	true
583           	DILUPBiCGStab	8.330970e-06	6.318600e-13	3	4.730500e-05	4.595530e-12	3	false	DILUPBiCGStab	1.148450e-04	2.735750e-12	3	true	GAMG	8.035310e-05	2.315360e-07	2	true	DILUPBiCGStab	2.379420e-04	3.210170e-11	3	true
584           	DILUPBiCGStab	8.196090e-06	1.260220e-12	3	4.862040e-05	4.617600e-12	3	false	DILUPBiCGStab	1.095490e-04	2.327500e-12	3	true	GAMG	9.192120e-05	1.661540e-07	2	true	DILUPBiCGStab	2.385440e-04	9.141840e-12	3	true
585           	DILUPBiCGStab	9.252740e-06	6.988020e-13	3	5.216690e-05	4.702850e-12	3	false	DILUPBiCGStab	1.218820e-04	2.631190e-12	3	true	GAMG	9.762880e-05	1.453560e-07	2	true	DILUPBiCGStab	2.509930e-04	3.675020e-11	3	true
586           	DILUPBiCGStab	9.075680e-06	5.682740e-13	3	4.894410e-05	4.920610e-12	3	false	DILUPBiCGStab	1.211200e-04	2.314330e-12	3	true	GAMG	8.747010e-05	2.316960e-07	2	true	DILUPBiCGStab	2.275280e-04	9.228460e-12	3	true
587           	DILUPBiCGStab	8.188580e-06	8.380660e-13	3	4.747330e-05	4.388800e-12	3	false	DILUPBiCGStab	1.239660e-04	2.549530e-12	3	true	GAMG	8.503560e-05	1.562330e-07	2	true	DILUPBiCGStab	2.370140e-04	3.272320e-11	3	true
588           	DILUPBiCGStab	8.630100e-06	1.168810e-12	3	4.912360e-05	4.570940e-12	3	false	DILUPBiCGStab	1.136180e-04	2.364100e-12	3	true	GAMG	9.043350e-05	2.003590e-07	2	true	DILUPBiCGStab	2.432230e-04	9.168430e-12	3	true
589           	DILUPBiCGStab	9.603770e-06	1.103860e-12	3	5.326560e-05	4.630060e-12	3	false	DILUPBiCGStab	1.178310e-04	2.525410e-12	3	true	GAMG	1.006170e-04	2.233400e-07	2	true	DILUPBiCGStab	2.580760e-04	3.839580e-11	3	true
590           	DILUPBiCGStab	9.266360e-06	4.030740e-13	3	4.990700e-05	4.372010e-12	3	false	DILUPBiCGStab	1.118060e-04	2.347330e-12	3	true	GAMG	8.463570e-05	1.870340e-07	2	true	DILUPBiCGStab	2.249440e-04	9.296510e-12	3	true
591           	DILUPBiCGStab	7.886670e-06	3.833540e-13	3	4.807330e-05	4.493780e-12	3	false	DILUPBiCGStab	1.178750e-04	2.379750e-12	3	true	GAMG	8.019750e-05	2.018740e-07	2	true	DILUPBiCGStab	2.288370e-04	3.231330e-11	3	true
592           	DILUPBiCGStab	7.902530e-06	8.311950e-13	3	4.780070e-05	4.173350e-12	3	false	DILUPBiCGStab	1.114380e-04	2.327920e-12	3	true	GAMG	9.400640e-05	1.444530e-07	2	true	DILUPBiCGStab	2.369570e-04	9.243710e-12	3	true
593           	DILUPBiCGStab	9.210120e-06	3.481870e-12	3	5.248920e-05	4.555710e-12	3	false	DILUPBiCGStab	1.184320e-04	2.347450e-12	3	true	GAMG	9.783490e-05	1.585740e-07	2	true	DILUPBiCGStab	2.500660e-04	3.777050e-11	3	true
594           	DILUPBiCGStab	8.957950e-06	3.401910e-13	3	4.745950e-05	4.415100e-12	3	false	DILUPBiCGStab	1.088470e-04	2.376410e-12	3	true	GAMG	7.908370e-05	2.086260e-07	2	true	DILUPBiCGStab	2.290860e-04	9.298820e-12	3	true
595           	DILUPBiCGStab	7.952380e-06	3.622840e-13	3	4.474870e-05	4.378750e-12	3	false	DILUPBiCGStab	1.141280e-04	2.396000e-12	3	true	GAMG	7.376680e-05	1.396600e-07	2	true	DILUPBiCGStab	2.361920e-04	3.337470e-11	3	true
596           	DILUPBiCGStab	8.150580e-06	1.348680e-11	3	4.709130e-05	4.223390e-12	3	false	DILUPBiCGStab	1.122860e-04	2.341840e-12	3	true	GAMG	8.366040e-05	1.303580e-07	2	true	DILUPBiCGStab	2.387410e-04	9.228480e-12	3	true
597           	DILUPBiCGStab	9.198460e-06	7.336880e-13	3	5.072060e-05	4.500460e-12	3	false	DILUPBiCGStab	1.241110e-04	2.367510e-12	3	true	GAMG	9.315020e-05	2.145900e-07	2	true	DILUPBiCGStab	2.518370e-04	3.715160e-11	3	true
598           	DILUPBiCGStab	9.174530e-06	1.770740e-12	3	4.757220e-05	4.378910e-12	3	false	DILUPBiCGStab	1.196770e-04	2.310210e-12	3	true	GAMG	8.740770e-05	1.553180e-07	2	true	DILUPBiCGStab	2.269900e-04	9.262810e-12	3	true
599           	DILUPBiCGStab	8.085980e-06	7.252190e-13	3	4.651310e-05	4.270720e-12	3	false	DILUPBiCGStab	1.180600e-04	2.448040e-12	3	true	GAMG	8.433490e-05	1.795380e-07	2	true	DILUPBiCGStab	2.353670e-04	3.161660e-11	3	true
600           	DILUPBiCGStab	8.356100e-06	1.381710e-12	3	4.806880e-05	4.539570e-12	3	false	DILUPBiCGStab	1.073510e-04	2.335640e-12	3	true	GAMG	8.927690e-05	1.751780e-07	2	true	DILUPBiCGStab	2.419310e-04	9.143600e-12	3	true
601           	DILUPBiCGStab	9.390560e-06	7.445130e-13	3	5.215810e-05	4.056300e-12	3	false	DILUPBiCGStab	1.137190e-04	2.487200e-12	3	true	GAMG	9.897820e-05	2.190640e-07	2	true	DILUPBiCGStab	2.564280e-04	3.682990e-11	3	true
602           	DILUPBiCGStab	9.093850e-06	1.233400e-12	3	4.874410e-05	4.310740e-12	3	false	DILUPBiCGStab	1.100450e-04	2.256100e-12	3	true	GAMG	8.644650e-05	1.699740e-07	2	true	DILUPBiCGStab	2.232350e-04	9.228260e-12	3	true
603           	DILUPBiCGStab	7.833650e-06	5.038400e-12	3	4.746760e-05	4.025640e-12	3	false	DILUPBiCGStab	1.232050e-04	2.422010e-12	3	true	GAMG	8.451310e-05	2.039490e-07	2	true	DILUPBiCGStab	2.269800e-04	3.053810e-11	3	true
604           	DILUPBiCGStab	7.966910e-06	2.149130e-11	3	4.712880e-05	4.097350e-12	3	false	DILUPBiCGStab	1.230140e-04	2.239490e-12	3	true	GAMG	9.358760e-05	1.467330e-07	2	true	DILUPBiCGStab	2.363600e-04	9.145020e-12	3	true
605           	DILUPBiCGStab	9.225200e-06	1.458840e-12	3	5.172110e-05	4.035070e-12	3	false	DILUPBiCGStab	1.258640e-04	2.411220e-12	3	true	GAMG	9.438820e-05	1.611030e-07	2	true	DILUPBiCGStab	2.496440e-04	3.498160e-11	3	true
606           	DILUPBiCGStab	9.246610e-06	3.537820e-13	3	4.960170e-05	4.236730e-12	3	false	DILUPBiCGStab	1.132890e-04	2.302870e-12	3	true	GAMG	8.862600e-05	2.499640e-07	2	true	DILUPBiCGStab	2.320980e-04	9.176260e-12	3	true
607           	DILUPBiCGStab	8.365360e-06	6.846370e-12	3	4.726610e-05	4.402400e-12	3	false	DILUPBiCGStab	1.149210e-04	2.424860e-12	3	true	GAMG	8.410410e-05	2.088740e-07	2	true	DILUPBiCGStab	2.400260e-04	3.334690e-11	3	true
608           	DILUPBiCGStab	8.225900e-06	1.001190e-12	3	4.756780e-05	3.738500e-12	3	false	DILUPBiCGStab	1.091480e-04	2.361280e-12	3	true	GAMG	8.465380e-05	1.996170e-07	2	true	DILUPBiCGStab	2.375040e-04	9.168740e-12	3	true
609           	DILUPBiCGStab	8.978290e-06	1.914810e-12	3	5.013400e-05	4.110810e-12	3	false	DILUPBiCGStab	1.197130e-04	2.327990e-12	3	true	GAMG	9.113610e-05	1.811270e-07	2	true	DILUPBiCGStab	2.483220e-04	3.733630e-11	3	true
610           	DILUPBiCGStab	8.796240e-06	3.976770e-13	3	4.749390e-05	3.719420e-12	3	false	DILUPBiCGStab	1.149340e-04	2.391590e-12	3	true	GAMG	8.902410e-05	1.863060e-07	2	true	DILUPBiCGStab	2.285440e-04	9.236330e-12	3	true
611           	DILUPBiCGStab	8.220740e-06	8.783160e-10	3	4.641420e-05	4.103720e-12	3	false	DILUPBiCGStab	1.181520e-04	2.355330e-12	3	true	GAMG	8.189920e-05	1.814520e-07	2	true	DILUPBiCGStab	2.374360e-04	3.456810e-11	3	true
612           	DILUPBiCGStab	8.365810e-06	2.336100e-11	3	4.617920e-05	3.547160e-12	3	false	DILUPBiCGStab	1.089720e-04	2.479220e-12	3	true	GAMG	8.162540e-05	1.349020e-07	2	true	DILUPBiCGStab	2.397780e-04	9.188050e-12	3	true
613           	DILUPBiCGStab	9.098470e-06	3.970900e-13	3	4.921450e-05	3.941590e-12	3	false	DILUPBiCGStab	1.155570e-04	2.351320e-12	3	true	GAMG	8.932310e-05	1.433520e-07	2	true	DILUPBiCGStab	2.515170e-04	3.853820e-11	3	true
614           	DILUPBiCGStab	8.966410e-06	4.849920e-12	3	4.857610e-05	3.773060e-12	3	false	DILUPBiCGStab	1.143000e-04	2.387250e-12	3	true	GAMG	8.745270e-05	1.627880e-07	2	true	DILUPBiCGStab	2.258510e-04	9.276320e-12	3	true
