-5 	348.432 	100000 	0.999645 	-1.06707e-13 	0 	0
-4.98999 	348.432 	100000 	0.999645 	-1.06707e-13 	0 	0
-4.97998 	348.432 	100000 	0.999645 	-1.06707e-13 	0 	0
-4.96997 	348.432 	100000 	0.999645 	-1.06707e-13 	0 	0
-4.95996 	348.432 	100000 	0.999645 	-1.06707e-13 	0 	0
-4.94995 	348.432 	100000 	0.999645 	-1.06707e-13 	0 	0
-4.93994 	348.432 	100000 	0.999645 	-1.06628e-13 	0 	0
-4.92993 	348.432 	100000 	0.999645 	-1.0655e-13 	0 	0
-4.91992 	348.432 	100000 	0.999645 	-1.06472e-13 	0 	0
-4.90991 	348.432 	100000 	0.999645 	-1.06393e-13 	0 	0
-4.8999 	348.432 	100000 	0.999645 	-1.06315e-13 	0 	0
-4.88989 	348.432 	100000 	0.999645 	-1.06237e-13 	0 	0
-4.87988 	348.432 	100000 	0.999645 	-1.06159e-13 	0 	0
-4.86987 	348.432 	100000 	0.999645 	-1.0608e-13 	0 	0
-4.85986 	348.432 	100000 	0.999645 	-1.06002e-13 	0 	0
-4.84985 	348.432 	100000 	0.999645 	-1.05733e-13 	0 	0
-4.83984 	348.432 	100000 	0.999645 	-9.29274e-14 	0 	0
-4.82983 	348.432 	100000 	0.999645 	-8.01219e-14 	0 	0
-4.81982 	348.432 	100000 	0.999645 	-6.73164e-14 	0 	0
-4.80981 	348.432 	100000 	0.999645 	-5.45109e-14 	0 	0
-4.7998 	348.432 	100000 	0.999645 	-4.17054e-14 	0 	0
-4.78979 	348.432 	100000 	0.999645 	-2.88999e-14 	0 	0
-4.77978 	348.432 	100000 	0.999645 	-1.60944e-14 	0 	0
-4.76977 	348.432 	100000 	0.999645 	-3.28887e-15 	0 	0
-4.75976 	348.432 	100000 	0.999645 	9.51663e-15 	0 	0
-4.74975 	348.432 	100000 	0.999645 	2.22318e-14 	0 	0
-4.73974 	348.432 	100000 	0.999645 	3.14234e-14 	0 	0
-4.72973 	348.432 	100000 	0.999645 	4.0615e-14 	0 	0
-4.71972 	348.432 	100000 	0.999645 	4.98066e-14 	0 	0
-4.70971 	348.432 	100000 	0.999645 	5.89982e-14 	0 	0
-4.6997 	348.432 	100000 	0.999645 	6.81897e-14 	0 	0
-4.68969 	348.432 	100000 	0.999645 	7.73813e-14 	0 	0
-4.67968 	348.432 	100000 	0.999645 	8.65729e-14 	0 	0
-4.66967 	348.432 	100000 	0.999645 	9.57645e-14 	0 	0
-4.65966 	348.432 	100000 	0.999645 	1.04956e-13 	0 	0
-4.64965 	348.432 	100000 	0.999645 	1.13547e-13 	0 	0
-4.63964 	348.432 	100000 	0.999645 	1.05571e-13 	0 	0
-4.62963 	348.432 	100000 	0.999645 	9.75949e-14 	0 	0
-4.61962 	348.432 	100000 	0.999645 	8.96189e-14 	0 	0
-4.60961 	348.432 	100000 	0.999645 	8.16429e-14 	0 	0
-4.5996 	348.432 	100000 	0.999645 	7.3667e-14 	0 	0
-4.58959 	348.432 	100000 	0.999645 	6.5691e-14 	0 	0
-4.57958 	348.432 	100000 	0.999645 	5.7715e-14 	0 	0
-4.56957 	348.432 	100000 	0.999645 	4.9739e-14 	0 	0
-4.55956 	348.432 	100000 	0.999645 	4.17631e-14 	0 	0
-4.54955 	348.432 	100000 	0.999645 	3.37932e-14 	0 	0
-4.53954 	348.432 	100000 	0.999645 	2.59542e-14 	0 	0
-4.52953 	348.432 	100000 	0.999645 	1.81151e-14 	0 	0
-4.51952 	348.432 	100000 	0.999645 	1.0276e-14 	0 	0
-4.50951 	348.432 	100000 	0.999645 	2.43688e-15 	0 	0
-4.4995 	348.432 	100000 	0.999645 	-5.4022e-15 	0 	0
-4.48949 	348.432 	100000 	0.999645 	-1.32413e-14 	0 	0
-4.47948 	348.432 	100000 	0.999645 	-2.10804e-14 	0 	0
-4.46947 	348.432 	100000 	0.999645 	-2.89195e-14 	0 	0
-4.45946 	348.432 	100000 	0.999645 	-3.67586e-14 	0 	0
-4.44945 	348.432 	100000 	0.999645 	-4.43911e-14 	0 	0
-4.43944 	348.432 	100000 	0.999645 	-4.84743e-14 	0 	0
-4.42943 	348.432 	100000 	0.999645 	-5.25575e-14 	0 	0
-4.41942 	348.432 	100000 	0.999645 	-5.66407e-14 	0 	0
-4.40941 	348.432 	100000 	0.999645 	-6.0724e-14 	0 	0
-4.3994 	348.432 	100000 	0.999645 	-6.48072e-14 	0 	0
-4.38939 	348.432 	100000 	0.999645 	-6.88904e-14 	0 	0
-4.37938 	348.432 	100000 	0.999645 	-7.29736e-14 	0 	0
-4.36937 	348.432 	100000 	0.999645 	-7.70569e-14 	0 	0
-4.35936 	348.432 	100000 	0.999645 	-8.11401e-14 	0 	0
-4.34935 	348.432 	100000 	0.999645 	-8.42094e-14 	0 	0
-4.33934 	348.432 	100000 	0.999645 	-7.26948e-14 	0 	0
-4.32933 	348.432 	100000 	0.999645 	-6.11802e-14 	0 	0
