66461
(
( 0.1485  ( (0  0  0)  (0  0   0.31526) )) 
( 0.1487  ( (0  0  0)  (0  0   0.316454) )) 
( 0.149  ( (0  0  0)  (0  0   0.317648) )) 
( 0.14925  ( (0  0  0)  (0  0   0.318842) )) 
( 0.1495  ( (0  0  0)  (0  0   0.320036) )) 
( 0.1497  ( (0  0  0)  (0  0   0.321231) )) 
( 0.14995  ( (0  0  0)  (0  0   0.322425) )) 
( 0.1502  ( (0  0  0)  (0  0   0.323619) )) 
( 0.15045  ( (0  0  0)  (0  0   0.324813) )) 
( 0.1507  ( (0  0  0)  (0  0   0.326007) )) 
( 0.15095  ( (0  0  0)  (0  0   0.327202) )) 
( 0.15115  ( (0  0  0)  (0  0   0.328396) )) 
( 0.1514  ( (0  0  0)  (0  0   0.32959) )) 
( 0.15165  ( (0  0  0)  (0  0   0.330784) )) 
( 0.15185  ( (0  0  0)  (0  0   0.331978) )) 
( 0.1521  ( (0  0  0)  (0  0   0.333172) )) 
( 0.15235  ( (0  0  0)  (0  0   0.334367) )) 
( 0.15255  ( (0  0  0)  (0  0   0.335561) )) 
( 0.1528  ( (0  0  0)  (0  0   0.336755) )) 
( 0.153  ( (0  0  0)  (0  0   0.337949) )) 
( 0.15325  ( (0  0  0)  (0  0   0.339143) )) 
( 0.15345  ( (0  0  0)  (0  0   0.340337) )) 
( 0.1537  ( (0  0  0)  (0  0   0.341532) )) 
( 0.15395  ( (0  0  0)  (0  0   0.342726) )) 
( 0.15415  ( (0  0  0)  (0  0   0.34392) )) 
( 0.15435  ( (0  0  0)  (0  0   0.345114) )) 
( 0.1546  ( (0  0  0)  (0  0   0.346308) )) 
( 0.1548  ( (0  0  0)  (0  0   0.347503) )) 
( 0.15505  ( (0  0  0)  (0  0   0.348697) )) 
( 0.15525  ( (0  0  0)  (0  0   0.349891) )) 
( 0.1555  ( (0  0  0)  (0  0   0.351085) )) 
( 0.1557  ( (0  0  0)  (0  0   0.352279) )) 
( 0.1559  ( (0  0  0)  (0  0   0.353473) )) 
( 0.1561  ( (0  0  0)  (0  0   0.354668) )) 
( 0.15635  ( (0  0  0)  (0  0   0.355862) )) 
( 0.15655  ( (0  0  0)  (0  0   0.357056) )) 
( 0.15675  ( (0  0  0)  (0  0   0.35825) )) 
( 0.15695  ( (0  0  0)  (0  0   0.359444) )) 
( 0.15715  ( (0  0  0)  (0  0   0.360639) )) 
( 0.15735  ( (0  0  0)  (0  0   0.361833) )) 
( 0.1576  ( (0  0  0)  (0  0   0.363027) )) 
( 0.15775  ( (0  0  0)  (0  0   0.364221) )) 
( 0.15795  ( (0  0  0)  (0  0   0.365415) )) 
( 0.15815  ( (0  0  0)  (0  0   0.366609) )) 
( 0.1584  ( (0  0  0)  (0  0   0.367804) )) 
( 0.15855  ( (0  0  0)  (0  0   0.368998) )) 
( 0.15875  ( (0  0  0)  (0  0   0.370192) )) 
( 0.15895  ( (0  0  0)  (0  0   0.371386) )) 
( 0.15915  ( (0  0  0)  (0  0   0.37258) )) 
( 0.15935  ( (0  0  0)  (0  0   0.373775) )) 
( 0.15955  ( (0  0  0)  (0  0   0.374969) )) 
( 0.15975  ( (0  0  0)  (0  0   0.376163) )) 
( 0.15995  ( (0  0  0)  (0  0   0.377357) )) 
( 0.1601  ( (0  0  0)  (0  0   0.378551) )) 
( 0.1603  ( (0  0  0)  (0  0   0.379746) )) 
( 0.1605  ( (0  0  0)  (0  0   0.38094) )) 
( 0.1607  ( (0  0  0)  (0  0   0.382134) )) 
( 0.16085  ( (0  0  0)  (0  0   0.383328) )) 
( 0.16105  ( (0  0  0)  (0  0   0.384522) )) 
( 0.16125  ( (0  0  0)  (0  0   0.385716) )) 
( 0.16145  ( (0  0  0)  (0  0   0.386911) )) 
( 0.1616  ( (0  0  0)  (0  0   0.388105) )) 
( 0.1618  ( (0  0  0)  (0  0   0.389299) )) 
( 0.162  ( (0  0  0)  (0  0   0.390493) )) 
( 0.1622  ( (0  0  0)  (0  0   0.391687) )) 
( 0.16235  ( (0  0  0)  (0  0   0.392882) )) 
( 0.16255  ( (0  0  0)  (0  0   0.394076) )) 
( 0.16275  ( (0  0  0)  (0  0   0.39527) )) 
( 0.1629  ( (0  0  0)  (0  0   0.396464) )) 
( 0.1631  ( (0  0  0)  (0  0   0.397658) )) 
( 0.1633  ( (0  0  0)  (0  0   0.398852) )) 
( 0.16345  ( (0  0  0)  (0  0   0.400047) )) 
( 0.16365  ( (0  0  0)  (0  0   0.401241) )) 
( 0.1638  ( (0  0  0)  (0  0   0.402435) )) 
( 0.164  ( (0  0  0)  (0  0   0.403629) )) 
( 0.1642  ( (0  0  0)  (0  0   0.404823) )) 
( 0.16435  ( (0  0  0)  (0  0   0.406018) )) 
( 0.16455  ( (0  0  0)  (0  0   0.407212) )) 
( 0.1647  ( (0  0  0)  (0  0   0.408406) )) 
( 0.1649  ( (0  0  0)  (0  0   0.4096) )) 
( 0.16505  ( (0  0  0)  (0  0   0.410794) )) 
( 0.16525  ( (0  0  0)  (0  0   0.411989) )) 
( 0.1654  ( (0  0  0)  (0  0   0.413183) )) 
( 0.1656  ( (0  0  0)  (0  0   0.414377) )) 
( 0.16575  ( (0  0  0)  (0  0   0.415571) )) 
( 0.1659  ( (0  0  0)  (0  0   0.416765) )) 
( 0.1661  ( (0  0  0)  (0  0   0.41796) )) 
( 0.16625  ( (0  0  0)  (0  0   0.419154) )) 
( 0.16645  ( (0  0  0)  (0  0   0.420348) )) 
( 0.1666  ( (0  0  0)  (0  0   0.421542) )) 
( 0.16675  ( (0  0  0)  (0  0   0.422736) )) 
( 0.16695  ( (0  0  0)  (0  0   0.42393) )) 
( 0.1671  ( (0  0  0)  (0  0   0.425125) )) 
( 0.16725  ( (0  0  0)  (0  0   0.426319) )) 
( 0.16745  ( (0  0  0)  (0  0   0.427513) )) 
( 0.1676  ( (0  0  0)  (0  0   0.428707) )) 
( 0.16775  ( (0  0  0)  (0  0   0.429901) )) 
( 0.1679  ( (0  0  0)  (0  0   0.431096) )) 
( 0.1681  ( (0  0  0)  (0  0   0.43229) )) 
( 0.16825  ( (0  0  0)  (0  0   0.433484) )) 
( 0.1684  ( (0  0  0)  (0  0   0.434678) )) 
( 0.16855  ( (0  0  0)  (0  0   0.435872) )) 
( 0.16875  ( (0  0  0)  (0  0   0.437067) )) 
( 0.1689  ( (0  0  0)  (0  0   0.438261) )) 
( 0.16905  ( (0  0  0)  (0  0   0.439455) )) 
( 0.1692  ( (0  0  0)  (0  0   0.440649) )) 
( 0.1694  ( (0  0  0)  (0  0   0.441843) )) 
( 0.16955  ( (0  0  0)  (0  0   0.443038) )) 
( 0.1697  ( (0  0  0)  (0  0   0.444232) )) 
( 0.16985  ( (0  0  0)  (0  0   0.445426) )) 
( 0.17  ( (0  0  0)  (0  0   0.44662) )) 
( 0.17015  ( (0  0  0)  (0  0   0.447814) )) 
( 0.17035  ( (0  0  0)  (0  0   0.449009) )) 
( 0.1705  ( (0  0  0)  (0  0   0.450203) )) 
( 0.17065  ( (0  0  0)  (0  0   0.451397) )) 
( 0.1708  ( (0  0  0)  (0  0   0.452591) )) 
( 0.17095  ( (0  0  0)  (0  0   0.453785) )) 
( 0.1711  ( (0  0  0)  (0  0   0.45498) )) 
( 0.17125  ( (0  0  0)  (0  0   0.456174) )) 
( 0.1714  ( (0  0  0)  (0  0   0.457368) )) 
( 0.1716  ( (0  0  0)  (0  0   0.458562) )) 
( 0.1717  ( (0  0  0)  (0  0   0.459756) )) 
( 0.1719  ( (0  0  0)  (0  0   0.460951) )) 
( 0.17205  ( (0  0  0)  (0  0   0.462145) )) 
( 0.1722  ( (0  0  0)  (0  0   0.463339) )) 
( 0.17235  ( (0  0  0)  (0  0   0.464533) )) 
( 0.1725  ( (0  0  0)  (0  0   0.465727) )) 
( 0.17265  ( (0  0  0)  (0  0   0.466922) )) 
( 0.1728  ( (0  0  0)  (0  0   0.468116) )) 
( 0.17295  ( (0  0  0)  (0  0   0.46931) )) 
( 0.1731  ( (0  0  0)  (0  0   0.470504) )) 
( 0.17325  ( (0  0  0)  (0  0   0.471698) )) 
( 0.1734  ( (0  0  0)  (0  0   0.472893) )) 
( 0.17355  ( (0  0  0)  (0  0   0.474087) )) 
( 0.1737  ( (0  0  0)  (0  0   0.475281) )) 
( 0.17385  ( (0  0  0)  (0  0   0.476475) )) 
( 0.174  ( (0  0  0)  (0  0   0.477669) )) 
( 0.17415  ( (0  0  0)  (0  0   0.478864) )) 
( 0.1743  ( (0  0  0)  (0  0   0.480058) )) 
( 0.17445  ( (0  0  0)  (0  0   0.481252) )) 
( 0.1746  ( (0  0  0)  (0  0   0.482446) )) 
( 0.17475  ( (0  0  0)  (0  0   0.48364) )) 
( 0.1749  ( (0  0  0)  (0  0   0.484835) )) 
( 0.175  ( (0  0  0)  (0  0   0.486029) )) 
( 0.1752  ( (0  0  0)  (0  0   0.487223) )) 
( 0.1753  ( (0  0  0)  (0  0   0.488417) )) 
( 0.17545  ( (0  0  0)  (0  0   0.489611) )) 
( 0.1756  ( (0  0  0)  (0  0   0.490806) )) 
( 0.17575  ( (0  0  0)  (0  0   0.492) )) 
( 0.1759  ( (0  0  0)  (0  0   0.493194) )) 
( 0.17605  ( (0  0  0)  (0  0   0.494388) )) 
( 0.1762  ( (0  0  0)  (0  0   0.495582) )) 
( 0.17635  ( (0  0  0)  (0  0   0.496777) )) 
( 0.17645  ( (0  0  0)  (0  0   0.497971) )) 
( 0.1766  ( (0  0  0)  (0  0   0.499165) )) 
( 0.17675  ( (0  0  0)  (0  0   0.500359) )) 
( 0.1769  ( (0  0  0)  (0  0   0.501553) )) 
( 0.177  ( (0  0  0)  (0  0   0.502748) )) 
( 0.17715  ( (0  0  0)  (0  0   0.503942) )) 
( 0.1773  ( (0  0  0)  (0  0   0.505136) )) 
( 0.17745  ( (0  0  0)  (0  0   0.50633) )) 
( 0.1776  ( (0  0  0)  (0  0   0.507524) )) 
( 0.17775  ( (0  0  0)  (0  0   0.508719) )) 
( 0.17785  ( (0  0  0)  (0  0   0.509913) )) 
( 0.178  ( (0  0  0)  (0  0   0.511107) )) 
( 0.17815  ( (0  0  0)  (0  0   0.512301) )) 
( 0.1783  ( (0  0  0)  (0  0   0.513495) )) 
( 0.17845  ( (0  0  0)  (0  0   0.51469) )) 
( 0.17855  ( (0  0  0)  (0  0   0.515884) )) 
( 0.1787  ( (0  0  0)  (0  0   0.517078) )) 
( 0.17885  ( (0  0  0)  (0  0   0.518272) )) 
( 0.179  ( (0  0  0)  (0  0   0.519466) )) 
( 0.17915  ( (0  0  0)  (0  0   0.520661) )) 
( 0.17925  ( (0  0  0)  (0  0   0.521855) )) 
( 0.1794  ( (0  0  0)  (0  0   0.523049) )) 
( 0.17955  ( (0  0  0)  (0  0   0.524243) )) 
( 0.1797  ( (0  0  0)  (0  0   0.525437) )) 
( 0.1798  ( (0  0  0)  (0  0   0.526632) )) 
( 0.17995  ( (0  0  0)  (0  0   0.527826) )) 
( 0.1801  ( (0  0  0)  (0  0   0.52902) )) 
( 0.18025  ( (0  0  0)  (0  0   0.530214) )) 
( 0.18035  ( (0  0  0)  (0  0   0.531409) )) 
( 0.1805  ( (0  0  0)  (0  0   0.532603) )) 
( 0.18065  ( (0  0  0)  (0  0   0.533797) )) 
( 0.18075  ( (0  0  0)  (0  0   0.534991) )) 
( 0.1809  ( (0  0  0)  (0  0   0.536185) )) 
( 0.18105  ( (0  0  0)  (0  0   0.53738) )) 
( 0.18115  ( (0  0  0)  (0  0   0.538574) )) 
