-0.103 	0 	0.292209 	0 	0 	0
-0.103 	1.26433e-18 	0.294278 	-4.25763 	-1.31063 	1.91126
-0.103 	1.26433e-18 	0.296761 	-2.23692 	-0.712676 	1.01853
-0.103 	1.26433e-18 	0.299741 	1.57372 	-0.270953 	-0.727558
-0.103 	1.26433e-18 	0.303317 	14.6711 	0.746858 	-5.92399
-0.103 	1.26433e-18 	0.303658 	16.1816 	0.844778 	-6.46526
-0.103 	1.26433e-18 	0.306873 	23.0103 	1.16922 	-8.74817
-0.103 	1.26433e-18 	0.309178 	28.5646 	1.45743 	-10.6659
-0.103 	1.26433e-18 	0.314015 	36.1441 	1.56071 	-12.6589
-0.103 	1.26433e-18 	0.318898 	40.3605 	1.29145 	-13.2899
-0.103 	1.26433e-18 	0.323806 	42.1912 	1.01828 	-13.3018
-0.103 	1.26433e-18 	0.3287 	43.0489 	0.837431 	-13.2155
-0.103 	1.26433e-18 	0.333581 	43.5302 	0.686986 	-13.0134
-0.103 	1.26433e-18 	0.338448 	43.8511 	0.618401 	-12.7864
-0.103 	1.26433e-18 	0.343311 	43.9877 	0.55368 	-12.5245
-0.103 	1.26433e-18 	0.348162 	43.9493 	0.436421 	-12.2017
-0.103 	1.26433e-18 	0.353002 	43.9339 	0.382953 	-11.9017
-0.103 	1.26433e-18 	0.357843 	43.9593 	0.353847 	-11.6033
-0.103 	1.26433e-18 	0.362675 	43.9244 	0.28699 	-11.293
-0.103 	1.26433e-18 	0.3675 	43.8416 	0.244613 	-10.9712
-0.103 	1.26433e-18 	0.37232 	43.8054 	0.220225 	-10.6565
-0.103 	1.26433e-18 	0.377136 	43.7392 	0.198578 	-10.3532
-0.103 	1.26433e-18 	0.381948 	43.6852 	0.178085 	-10.0465
-0.103 	1.26433e-18 	0.386767 	43.6854 	0.153346 	-9.76494
-0.103 	1.26433e-18 	0.39158 	43.6318 	0.130799 	-9.46755
-0.103 	1.26433e-18 	0.396392 	43.5614 	0.113475 	-9.17351
-0.103 	1.26433e-18 	0.401203 	43.4806 	0.105272 	-8.89167
-0.103 	1.26433e-18 	0.406015 	43.4435 	0.0976494 	-8.61758
-0.103 	1.26433e-18 	0.415641 	43.3726 	0.0775017 	-8.09301
-0.103 	1.26433e-18 	0.425282 	43.254 	0.061254 	-7.58364
-0.103 	1.26433e-18 	0.434925 	43.1516 	0.0768419 	-7.10597
-0.103 	1.26433e-18 	0.444568 	43.065 	0.0698928 	-6.66628
-0.103 	1.26433e-18 	0.45422 	42.9601 	0.0346856 	-6.26308
-0.103 	1.26433e-18 	0.454547 	42.9567 	0.0358494 	-6.24984
-0.103 	1.26433e-18 	0.463158 	42.8641 	0.0598289 	-5.92901
-0.103 	1.26433e-18 	0.472829 	42.7703 	0.0237353 	-5.54885
-0.103 	1.26433e-18 	0.482471 	42.6675 	0.0196874 	-5.22033
-0.103 	1.26433e-18 	0.492148 	42.5697 	0.0177869 	-4.92007
-0.103 	1.26433e-18 	0.50185 	42.4864 	0.0171838 	-4.65033
